Vote ID,File,Order of vote,Date,Title,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,Interinstitutional file number,Link,Committee responsabile,De/Policy area,Subject,"Final 
vote?",Am No.,Author,RCV,Vote,Yeas,No,Abs,ECR,EFD/IDG,EPP,Greens/EFA,NI,REG,S&D,The Left,ECR%,EFD/IDG%,EPP%,Greens/EFA%,NI%,REG%,S&D%,The Left%,General Majority,Right Majority,Left Majority,Consensus
931,70.0,1.0,9.03.2016,Procedural safeguards for children suspected or accused in criminal proceedings,***I,Leg,Draft legislative resolution,s,Chinnici,A8-0020/2015,2013/0408/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0020&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution,1.0,,0,RCV,+,613,30,56,54.0,14.0,196.0,43.0,10.0,49.0,162.0,42.0,0.771,0.292,0.887,0.86,0.192,0.731,0.848,0.808,1,0,0,0
1632,47.0,1.0,8.10.2015,Payment services in the internal market ,***I,Leg,Draft legislative resolution,s,Tajani,A8-0266/2015,2013/0264/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0266&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,1.0,,0,RCV,+,578,29,52,53.0,5.0,178.0,35.0,7.0,52.0,158.0,38.0,0.757,0.104,0.805,0.7,0.135,0.776,0.827,0.731,1,0,0,0
1310,40.0,1.0,8.09.2015,ILO Forced Labour Convention: social policy,***,Leg,Draft legislative resolution,s,Le Hyaric,A8-0243/2015,2014/0259/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0243&language=EN,Committee on Employment and Social Affairs,Employment & social affairs,approbation,1.0,,0,RCV,+,566,9,27,49.0,30.0,167.0,30.0,9.0,49.0,135.0,42.0,0.7,0.625,0.756,0.6,0.173,0.731,0.707,0.808,1,0,0,0
1311,40.0,1.0,8.09.2015,Correct application of the law on customs and agricultural matters,***II,Leg,Draft legislative resolution,q,Jaakonsaari,A8-0234/2015,2013/0410/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0234&language=EN,Committee on the Internal Market and Consumer Protection,Internal market & consumer protection,Proposal to reject the Council position,0.0,1,EFDD,RCV,-,62,604,22,3.0,40.0,5.0,0.0,6.0,0.0,2.0,0.0,0.043,0.833,0.023,0.0,0.115,0.0,0.01,0.0,0,0,0,0
1312,40.0,1.0,8.09.2015,Trade in seal products,***I,Leg,Draft legislative resolution,s,Buşoi,A8-0186/2015,2015/0028/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0186&language=EN,Committee on the Internal Market and Consumer Protection,Internal market & consumer protection,vote: legislative resolution,1.0,,0,RCV,+,631,31,33,51.0,37.0,187.0,42.0,9.0,46.0,160.0,43.0,0.729,0.771,0.846,0.84,0.173,0.687,0.838,0.827,1,0,0,0
1476,38.0,1.0,8.07.2015,Stabilisation and Association Agreement with the former Yugoslav Republic of Macedonia (protocol to take account of the accession of Croatia),***,Leg,Draft legislative resolution,s,Vajgl,A8-0188/2015,2013/0386/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0188&language=EN,Committee on Foreign Affairs,Foreign & security policy,approbation,1.0,,0,RCV,+,616,42,41,5.0,15.0,17.0,42.0,2.0,48.0,157.0,38.0,0.071,0.312,0.077,0.84,0.038,0.716,0.822,0.731,0,0,1,0
1477,38.0,1.0,8.07.2015,Stabilisation and Association Agreement with Serbia (protocol to take account of the accession of Croatia),***,Leg,Draft legislative resolution,s,McAllister,A8-0189/2015,2014/0039/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0189&language=EN,Committee on Foreign Affairs,Foreign & security policy,approbation,1.0,,0,RCV,+,643,39,24,3.0,15.0,64.0,41.0,2.0,47.0,162.0,38.0,0.043,0.312,0.29,0.82,0.038,0.701,0.848,0.731,0,0,1,0
1478,38.0,1.0,8.07.2015,Scientific and technological cooperation with India: renewal of the agreement,***,Leg,Draft legislative resolution,s,Buzek,A8-0179/2015,2014/0293/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0179&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",approbation,1.0,,0,RCV,+,639,48,12,6.0,20.0,170.0,40.0,2.0,45.0,157.0,0.0,0.086,0.417,0.769,0.8,0.038,0.672,0.822,0.0,1,0,0,0
1479,38.0,1.0,8.07.2015,Scientific and technological cooperation with the Faroe Islands: Horizon 2020,***,Leg,Draft legislative resolution,s,Buzek,A8-0180/2015,2014/0228/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0180&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",approbation,1.0,,0,RCV,+,620,57,21,50.0,1.0,157.0,38.0,3.0,44.0,40.0,7.0,0.714,0.021,0.71,0.76,0.058,0.657,0.209,0.135,0,1,0,0
1508,38.0,1.0,8.07.2015,Seafarers,***I,Leg,Draft legislative resolution,s,Morin-Chartier,A8-0127/2015,2013/0390/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0127&language=EN,Committee on Employment and Social Affairs,Employment & social affairs,vote: legislative resolution,1.0,,0,RCV,+,642,38,24,46.0,34.0,154.0,33.0,9.0,44.0,136.0,29.0,0.657,0.708,0.697,0.66,0.173,0.657,0.712,0.558,1,0,0,0
1509,38.0,1.0,8.07.2015,Scientific and technological cooperation with Switzerland: Horizon 2020 and ITER activities,***,Leg,Draft legislative resolution,s,Buzek,A8-0181/2015,2014/0304/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0181&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",approbation,1.0,,0,RCV,+,559,115,26,45.0,7.0,154.0,0.0,4.0,44.0,133.0,0.0,0.643,0.146,0.697,0.0,0.077,0.657,0.696,0.0,1,0,0,0
1560,83.0,1.0,8.06.2016,EU-Palau Agreement on the short-stay visa waiver,***,Leg,Draft legislative resolution,s,Gabriel,A8-0177/2016,2015/0193/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0177&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",approbation,1.0,,0,RCV,+,587,50,20,17.0,18.0,174.0,36.0,9.0,17.0,154.0,3.0,0.243,0.375,0.787,0.72,0.173,0.254,0.806,0.058,1,0,0,0
1561,83.0,1.0,8.06.2016,EU-Tonga Agreement on the short-stay visa waiver,***,Leg,Draft legislative resolution,s,Gabriel,A8-0179/2016,2015/0196/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0179&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",approbation,1.0,,0,RCV,+,595,52,20,55.0,30.0,175.0,2.0,12.0,47.0,154.0,33.0,0.786,0.625,0.792,0.04,0.231,0.701,0.806,0.635,1,0,0,0
1562,83.0,1.0,8.06.2016,EU-Colombia Agreement on the short-stay visa waiver,***,Leg,Draft legislative resolution,s,Gabriel,A8-0178/2016,2015/0201/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0178&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",approbation,1.0,,0,RCV,+,584,56,27,6.0,27.0,166.0,34.0,8.0,41.0,147.0,20.0,0.086,0.562,0.751,0.68,0.154,0.612,0.77,0.385,1,0,0,0
1563,83.0,1.0,8.06.2016,Expansion of trade in Information Technology Products (ITA),***,Leg,Draft legislative resolution,s,Rowohl,A8-0186/2016,2016/0067/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0186&language=EN,Committee on International Trade,International trade,approbation,1.0,,0,RCV,+,529,110,37,3.0,11.0,164.0,1.0,6.0,45.0,147.0,15.0,0.043,0.229,0.742,0.02,0.115,0.672,0.77,0.288,1,0,0,0
1567,83.0,1.0,8.06.2016,EU-Philippines Framework Agreement on Partnership and Cooperation (accession of Croatia),***,Leg,Draft legislative resolution,s,Brok,A8-0148/2016,2014/0224/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0148&language=EN,Committee on Foreign Affairs,Foreign & security policy,approbation,1.0,,0,RCV,+,579,58,43,28.0,16.0,173.0,35.0,7.0,46.0,151.0,36.0,0.4,0.333,0.783,0.7,0.135,0.687,0.791,0.692,1,0,0,0
1568,83.0,1.0,8.06.2016,EU-Philippines Framework Agreement on Partnership and Cooperation (consent),***,Leg,Draft legislative resolution,s,Brok,A8-0149/2016,2013/0441/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0149&language=EN,Committee on Foreign Affairs,Foreign & security policy,approbation,1.0,,0,RCV,+,574,63,43,54.0,18.0,174.0,34.0,7.0,47.0,154.0,10.0,0.771,0.375,0.787,0.68,0.135,0.701,0.806,0.192,1,0,0,0
1570,83.0,1.0,8.06.2016,Macro-financial assistance to Tunisia,***I,Leg,Draft legislative resolution,s,Sarnez,A8-0187/2016,2016/0039/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0187&language=EN,Committee on International Trade,International trade,vote: legislative resolution,1.0,,0,RCV,+,561,76,42,2.0,1.0,172.0,31.0,2.0,46.0,149.0,0.0,0.029,0.021,0.778,0.62,0.038,0.687,0.78,0.0,1,0,0,0
1649,69.0,1.0,8.03.2016,Animal health,***II,Leg,Draft legislative resolution,q,Selimovic,A8-0041/2016,2013/0136/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0041&language=EN,Committee on Agriculture and Rural Development,Agriculture,Proposal to reject the Council position,0.0,1,EFDD,RCV,-,78,613,13,1.0,16.0,2.0,36.0,10.0,4.0,13.0,42.0,0.014,0.333,0.009,0.72,0.192,0.06,0.068,0.808,0,0,0,0
1650,69.0,1.0,8.03.2016,"Aid scheme for the supply of fruit and vegetables, bananas and milk in the educational establishments",***I,Leg,Draft legislative resolution,s,Tarabella,A8-0006/2016,2014/0014/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0006&language=EN,Committee on Agriculture and Rural Development,Agriculture,vote: legislative resolution,1.0,,0,RCV,+,584,94,32,3.0,19.0,2.0,36.0,8.0,2.0,17.0,42.0,0.043,0.396,0.009,0.72,0.154,0.03,0.089,0.808,0,0,0,0
1666,69.0,1.0,8.03.2016,Harmonised indices of consumer prices,***I,Leg,Draft legislative resolution,s,Gualtieri,A8-0313/2015,2014/0346/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0313&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,1.0,,0,RCV,+,575,100,30,24.0,23.0,178.0,36.0,11.0,52.0,155.0,40.0,0.343,0.479,0.805,0.72,0.212,0.776,0.812,0.769,1,0,0,0
1620,46.0,1.0,7.10.2015,Protocol to the Euro-Mediterranean Agreement on the general principles for the participation of Tunisia in Union programmes,***,Leg,Draft legislative resolution,s,Panzeri,A8-0254/2015,2014/0118/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0254&language=EN,Committee on Foreign Affairs,Foreign & security policy,approbation,1.0,,0,RCV,+,605,59,34,54.0,18.0,190.0,38.0,10.0,52.0,165.0,27.0,0.771,0.375,0.86,0.76,0.192,0.776,0.864,0.519,1,0,0,0
1621,46.0,1.0,7.10.2015,European small claims procedure and European order for payment procedure,***I,Leg,Draft legislative resolution,s,Oedenberg,A8-0140/2015,2013/0403/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0140&language=EN,Committee on Legal Affairs,Legal affairs,vote: legislative resolution,1.0,,0,RCV,+,650,26,28,54.0,27.0,192.0,37.0,14.0,53.0,164.0,44.0,0.771,0.562,0.869,0.74,0.269,0.791,0.859,0.846,1,0,0,0
1626,46.0,1.0,7.10.2015,Caseins and caseinates intended for human consumption,***I,Leg,Draft legislative resolution,s,La Via,A8-0042/2015,2014/0096/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0042&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,642,54,9,54.0,23.0,193.0,38.0,10.0,53.0,167.0,44.0,0.771,0.479,0.873,0.76,0.192,0.791,0.874,0.846,1,0,0,0
1627,46.0,1.0,7.10.2015,Financial rules applicable to the general budget of the Union,***I,Leg,Draft legislative resolution,s,Gräßle,A8-0049/2015,2014/0180/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0049&language=EN,Committee on Budgets,Budget,vote: legislative resolution,1.0,,0,RCV,+,645,16,27,54.0,40.0,191.0,37.0,9.0,48.0,165.0,39.0,0.771,0.833,0.864,0.74,0.173,0.716,0.864,0.75,1,0,0,0
1024,37.0,1.0,7.07.2015,Exercise of the Union’s rights under international trade rules,***I,Leg,Draft legislative resolution,s,Maštálka,A8-0203/2015,2014/0174/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0203&language=EN,Committee on Legal Affairs,Legal affairs,single vote,1.0,,0,RCV,+,633,58,14,63.0,17.0,193.0,42.0,8.0,52.0,162.0,36.0,0.9,0.354,0.873,0.84,0.154,0.776,0.848,0.692,1,0,0,0
1025,37.0,1.0,7.07.2015,Protection against injurious pricing of vessels,***I,Leg,Draft legislative resolution,s,Maštálka,A8-0202/2015,2014/0280/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0202&language=EN,Committee on Legal Affairs,Legal affairs,single vote,1.0,,0,RCV,+,671,27,7,63.0,38.0,192.0,43.0,11.0,52.0,163.0,41.0,0.9,0.792,0.869,0.86,0.212,0.776,0.853,0.788,1,0,0,0
1026,37.0,1.0,7.07.2015,Fishing opportunities in EU waters for fishing vessels flying the flag of Venezuela off the coast of French Guiana,***,Leg,Draft legislative resolution,s,João Ferreira,A8-0195/2015,2015/0001/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0195&language=EN,Committee on Fisheries,Fisheries,approbation,1.0,,0,RCV,+,651,18,42,48.0,40.0,193.0,42.0,12.0,52.0,164.0,37.0,0.686,0.833,0.873,0.84,0.231,0.776,0.859,0.712,1,0,0,0
1039,82.0,1.0,7.06.2016,Eliminating illicit trade in tobacco products: protocol to the WHO Framework Convention,***,Leg,Draft legislative resolution,s,Szejnfeld,A8-0154/2016,2015/0101/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0154&language=EN,Committee on International Trade,International trade,approbation,1.0,,0,RCV,+,608,11,14,1.0,37.0,1.0,38.0,8.0,1.0,4.0,38.0,0.014,0.771,0.005,0.76,0.154,0.015,0.021,0.731,0,0,0,0
1040,82.0,1.0,7.06.2016,Uniform technical prescriptions for wheeled vehicles: UNECE agreement,***,Leg,Draft legislative resolution,s,Bernd Lange,A8-0185/2016,2015/0249/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0185&language=EN,Committee on International Trade,International trade,approbation,1.0,,0,RCV,+,589,46,11,3.0,61.0,2.0,36.0,14.0,0.0,20.0,41.0,0.043,1.271,0.009,0.72,0.269,0.0,0.105,0.788,0,0,0,0
1041,82.0,1.0,7.06.2016,EU-Colombia and Peru Trade Agreement (accession of Croatia),***,Leg,Draft legislative resolution,s,Ayxelà,A8-0155/2016,2014/0234/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0155&language=EN,Committee on International Trade,International trade,approbation,1.0,,0,RCV,+,557,17,79,1.0,61.0,2.0,36.0,13.0,0.0,3.0,40.0,0.014,1.271,0.009,0.72,0.25,0.0,0.016,0.769,0,0,0,0
1042,82.0,1.0,7.06.2016,Enhanced cooperation in the area of property regimes of international couples,***,Leg,Draft legislative resolution,s,Cavada,A8-0192/2016,2016/0061/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0192&language=EN,Committee on Legal Affairs,Legal affairs,approbation,1.0,,0,RCV,+,550,68,36,3.0,43.0,3.0,43.0,12.0,1.0,13.0,41.0,0.043,0.896,0.014,0.86,0.231,0.015,0.068,0.788,0,0,0,0
1043,82.0,1.0,7.06.2016,Eliminating illicit trade in tobacco products: protocol to the WHO Framework Convention (judicial cooperation in criminal matters),***,Leg,Draft legislative resolution,s,Martina Anderson,A8-0198/2016,2015/0100/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0198&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",approbation,1.0,,0,RCV,+,598,25,35,2.0,18.0,0.0,1.0,4.0,3.0,35.0,38.0,0.029,0.375,0.0,0.02,0.077,0.045,0.183,0.731,0,0,0,0
1045,82.0,1.0,7.06.2016,"Markets in financial instruments, market abuse and securities settlement",***I,Leg,Draft legislative resolution,s,Ferber,A8-0125/2016,2016/0034/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0125&language=EN,Committee on Economic and Monetary Affairs,Economic & monetary affairs,vote: legislative resolution,1.0,,0,RCV,+,504,157,9,58.0,40.0,2.0,4.0,12.0,3.0,1.0,3.0,0.829,0.833,0.009,0.08,0.231,0.045,0.005,0.058,0,0,0,0
1606,45.0,1.0,6.10.2015,ILO Forced Labour Convention: judicial cooperation in criminal matters,***,Leg,Draft legislative resolution,s,Stevens,A8-0226/2015,2014/0258/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0226&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",approbation,1.0,,0,RCV,+,651,5,37,43.0,42.0,189.0,42.0,18.0,53.0,164.0,43.0,0.614,0.875,0.855,0.84,0.346,0.791,0.859,0.827,1,0,0,0
1620,89.0,1.0,6.07.2016,Participation of Azerbaijan in Union programmes,***,Leg,Draft legislative resolution,s,Nicolai,A8-0210/2016,2013/0420/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0210&language=EN,Committee on Foreign Affairs,Foreign & security policy,approbation,1.0,,0,RCV,+,577,67,51,54.0,18.0,190.0,38.0,10.0,52.0,165.0,27.0,0.771,0.375,0.86,0.76,0.192,0.776,0.864,0.519,1,0,0,0
1634,89.0,13.0,6.07.2016,Energy efficiency labelling ,***I,Leg,Draft legislative resolution,s,Tamburrano,A8-0213/2016,2015/0149/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0213&language=EN,"Committee on Industry, Research and Energy","Industry, research & energy",vote: Commission proposal,1.0,,0,RCV,+,580,52,79,19.0,39.0,0.0,35.0,13.0,3.0,12.0,41.0,0.271,0.812,0.0,0.7,0.25,0.045,0.063,0.788,0,0,0,0
1637,89.0,1.0,6.07.2016,European Maritime Safety Agency,***I,Leg,Draft legislative resolution,s,Cramer,A8-0215/2016,2015/0313/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0215&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: legislative resolution,1.0,,0,RCV,+,567,100,41,8.0,17.0,4.0,36.0,6.0,7.0,154.0,32.0,0.114,0.354,0.018,0.72,0.115,0.104,0.806,0.615,0,0,1,0
1638,89.0,1.0,6.07.2016,Community Fisheries Control Agency,***I,Leg,Draft legislative resolution,s,Cadec,A8-0068/2016,2015/0308/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0068&language=EN,Committee on Fisheries,Fisheries,vote: legislative resolution,1.0,,0,RCV,+,563,95,50,18.0,36.0,1.0,36.0,8.0,3.0,2.0,42.0,0.257,0.75,0.005,0.72,0.154,0.045,0.01,0.808,0,0,0,0
1639,89.0,1.0,6.07.2016,Secretariat of the OLAF Supervisory Committee,***I,Leg,Draft legislative resolution,s,Gräßle,A8-0188/2016,2016/0064/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0188&language=EN,Committee on Budgetary Control,Budgetary control,vote: legislative resolution,1.0,,0,RCV,+,670,34,6,3.0,21.0,0.0,35.0,8.0,3.0,17.0,41.0,0.043,0.438,0.0,0.7,0.154,0.045,0.089,0.788,0,0,0,0
1753,88.0,1.0,5.07.2016,EU-Peru Agreement on the short-stay visa waiver,***,Leg,Draft legislative resolution,s,Gabriel,A8-0197/2016,2015/0199/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0197&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",approbation,1.0,,0,RCV,+,611,59,21,7.0,44.0,2.0,14.0,6.0,0.0,5.0,1.0,0.1,0.917,0.009,0.28,0.115,0.0,0.026,0.019,0,0,0,0
1754,88.0,1.0,5.07.2016,Emission limits for non-road mobile machinery,***I,Leg,Draft legislative resolution,s,Gardini,A8-0276/2015,2014/0268/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0276&language=EN,"Committee on the Environment, Public Health and Food Safety",Environment & public health,vote: legislative resolution,1.0,,0,RCV,+,623,57,27,1.0,43.0,1.0,9.0,6.0,0.0,1.0,1.0,0.014,0.896,0.005,0.18,0.115,0.0,0.005,0.019,0,0,0,0
1925,209.0,1.0,31.01.2019,Union Customs Code: inclusion of the municipality of Campione d'Italia and the Italian waters of Lake Lugano in the customs territory of the Union,***I,Leg,Draft legislative resolution,s,Selimovic,A8-0368/2018,2018/0123/COD,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0368&language=EN,Committee on the Internal Market and Consumer Protection,Internal market & consumer protection,Provisional agreement ,0.0,1,committee,RCV,+,520,29,48,56.0,2.0,183.0,1.0,8.0,45.0,26.0,1.0,0.8,0.042,0.828,0.02,0.154,0.672,0.136,0.019,0,1,0,0
