Vote ID;File;Order of vote;Date;Title;Procedure;Leg/Non-Leg/Bud;Type of Vote;Voting Rule;Rapporteur;Code;Interinstitutional file number;Link;Committee responsabile;Policy area;Subject;Final vote?;Am No.;Author;RCV;Vote;Yes;No;Abs;ECR;EFD/IDG;EPP;Greens/EFA;NI;REG;S&D;The Left;ECR%;EFD/IDG%;EPP%;Greens/EFA%;NI%;REG%;S&D%;The Left%;General Majority;Right Majority;Left Majority;Consensus;Report link;Summary link;Summary text
3662;89;2;"""""6.07.2016""""";"""""European Border and Coast Guard""""";"""""***I""""";"""""Leg""""";"""""Draft legislative resolution""""";"""""s""""";"""""Pabriks""""";"""""A8-0200/2016""""";"""""2015/0310/COD""""";"""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0200&language=EN""""";"""""Committee on Civil Liberties, Justice and Home Affairs""""";;"""""vote: legislative resolution""""";;;0;"""""RCV""""";"""""+""""";483;181;48;38;1;204;1;4;61;174;0;0.543;0.021;0.923;0.02;0.077;0.91;0.911;0;0;0;0;0;"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2015/0310(COD"""")";https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1416708&t=e&l=en;purpose: to establish a european border and coast guard and a european border and coast guard agency in order to ensure a european integrated border management of the eu’s external borders. proposed act: regulation of the european parliament and of the council. role of the european parliament: the european parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the council. background: during 2015, the european union witnessed extraordinary pressures at its external borders with an estimated 1.5 million persons having crossed the borders illegally between january and november. the significant secondary movements have led several member states to reintroduce border control at their internal borders. this has put considerable strain on the functioning and coherence of the schengen area. throughout the current migration crisis, it became clear that the schengen area without internal borders is only sustainable if the external borders are effectively secured and protected. a chain is always only as strong as its weakest link. a decisive step towards an integrated management system for external borders therefore is needed. this is only possible as a shared task among all member states, in line with the principles of solidarity and responsibility to which all the eu’s institutions have agreed as the guiding principles addressing the migration crisis the objective of this draft regulation is to provide for a more integrated management of the eu’s external borders, inter alia by providing the european border and coast guard agency with more competences to prevent that deficiencies of external border management or unpredicted migratory flows undermine the proper functioning of the schengen area. it responds to the calls of the european parliament and the european council to effectively manage the external borders of the european union. content: this proposed regulation is part of a package of measures presented by the commission in order to better ensure the protection of the eu’s external borders. it establishes a european border and coast guard and a european border and coast guard agency built from frontex. it seeks to provide the european border and coast guard agency with more competences in the fields of external border management and return than frontex currently has. this proposal sets outs out the following elements reinforcing the role of the european border and coast guard agency, as compared to that of frontex: a monitoring and supervisory role and liaison officers : a monitoring and risk analysis centre will be established to monitor migratory flows towards and within the european union and to carry out risk analysis and mandatory vulnerability assessments to identify and address weak spots. liaison officers of the agency to be deployed to member states so that the agency can ensure proper and effective monitoring not only through risk analysis, information exchange and eurosur, but also through its presence on the ground. the task of the liaison officer is to foster cooperation between the agency and the member states and in particular, to support the collection of information required by the agency for carrying out the vulnerability assessment and to monitor the measures taken by member states at the external borders
3922;94;1;"""""15.09.2016""""";"""""Travel document for the return of illegally staying third-country nationals""""";"""""***I""""";"""""Leg""""";"""""Draft legislative resolution""""";"""""s""""";"""""Halla-aho""""";"""""A8-0201/2016""""";"""""2015/0306/COD""""";"""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0201&language=EN""""";"""""Committee on Civil Liberties, Justice and Home Affairs""""";;"""""vote: legislative resolution""""";;;"""""original text""""";"""""RCV""""";"""""+""""";494;112;50;51;18;187;1;7;57;168;5;0.729;0.375;0.846;0.02;0.135;0.851;0.88;0.096;1;0;0;0;"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2015/0306(COD"""")";https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1416691&t=e&l=en;purpose: to establish the format and the technical specifications of a european travel document for the return of third-country nationals subject to a return decision. proposed act: regulation of the european parliament and of the council. role of the european parliament: the european parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the council. background: the effective return of third country nationals who do not fulfil or no longer fulfil the conditions for entry, stay or residence in the member state of the union is an essential part of a comprehensive approach to ensure the proper functioning of the eu migration policies and for maintaining public trust in the union migration system. however, the eu system to return irregular migrants is not sufficiently effective. the lack of valid travel documents issued by the country of destination of the returnee is one of the main obstacles to successful return. at present, member states may issue a substitute document for those illegally staying third-country nationals who do not possess a valid travel document. however, its recognition by third countries is low, including because of its unsatisfactory security features and standards. content: the objective of this proposal is to establish a dedicated european travel document for the return of third-country nationals subject to a return decision. it aims to: harmonise the format and technical specifications of the european travel document for the return of illegally staying third-country nationals in order to ensure higher technical and security standards, in particular as regards safeguards against counterfeiting and falsification
4085;99;1;"""""25.10.2016""""";"""""EU-China Agreement on short-stay visa waiver for holders of diplomatic passports""""";"""""***""""";"""""Leg""""";"""""Draft legislative resolution""""";"""""s""""";"""""Valero""""";"""""A8-0281/2016""""";"""""2015/0293/NLE""""";"""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0281&language=EN""""";"""""Committee on Civil Liberties, Justice and Home Affairs""""";;"""""vote: consent""""";;;0;"""""RCV""""";"""""+""""";611;51;28;47;27;202;49;10;59;174;43;0.671;0.562;0.914;0.98;0.192;0.881;0.911;0.827;1;0;0;0;"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2015/0293(NLE"""")";https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1426666&t=e&l=en;purpose: to conclude an agreement between the european union and china on the short-stay visa waiver for holders of diplomatic passports. proposed act: council decision. role of the european parliament: the council may adopt the act only if parliament has given its consent to the act. background: china is among those countries whose nationals are required to hold a visa when travelling to the schengen area. eu citizens also need a visa to enter china. in the context of the eu-china mobility and migration dialogue established in october 2013, the european union and china agreed on a cooperation package comprising measures in the area of irregular migration and visa policy that would be negotiated or implemented in two interdependent phases: on 14 september 2015 the council authorised the opening of negotiations with china for a short-stay visa waiver agreement for holders of diplomatic passports and addressed negotiating directives to the commission. the negotiations were opened on 21 september. the agreement was initialled by the chief negotiators of the eu and china respectively on 3 and 4 november 2015. content: the commission proposes that the council approve the agreement between the european union and china on the short-stay visa waiver for holders of diplomatic passports. the main provisions of the proposal may be summarised as follows: purpose and scope: the agreement provides for visa-free travel for citizens of the european union holding a valid diplomatic passport or an eu laissez-passer and for citizens of china holding a valid diplomatic passport when travelling to the territory of the other contracting party. a provision has been included in the agreement stating that china may suspend or terminate the agreement only in respect of all the member states of the european union and that the union may also only suspend or terminate the agreement in respect of all of its member states. the decision constitutes a development of the provisions of the schengen acquis. the united kingdom and ireland are therefore not taking part in the adoption of the decision and are not bound by it or subject to its application. duration of stay: the agreement provides for visa-free travel for a maximum period of 90 days in any 180-day period. the agreement takes into account the situation of the member states that do not yet apply the schengen acquis in full. as long as these member states ((currently bulgaria, croatia, cyprus and romania) are not part of the schengen area without internal borders, the visa waiver confers a right for the chinese holders of diplomatic passports to stay for 90 days in any 180-day period on the territory of each of those member states, independently of the period calculated for the whole schengen area. visits by high officials: the agreement stipulates that officials at or above vice-ministerial level of the central government and officers of or above the rank of major general of the armed forces must inform the competent authorities of the country to be visited through diplomatic channels before they travel to its territory for official purposes. exchange of specimens: the agreement provides for the exchange of specimens of diplomatic passports and the eu laissez-passer no later than 90 days after the date of signature of the agreement. territorial application: the agreement clarifies that the visa waiver for chinese holders of diplomatic passports only applies to the european territories of france and the netherlands. joint declarations: a joint declaration on the interpretation of the period of 90 days in any 180-day period is attached to the agreement. in addition to the joint declaration, two other joint declarations are attached to the agreement regarding: the agreement establishes a joint committee for the management of the agreement whose tasks include, among others, the monitoring of its implementation as well as suggesting amendments or additions.
4704;109;1;"""""15.12.2016""""";"""""Third countries whose nationals are subject to or exempt from a visa requirement: revision of the suspension mechanism""""";"""""***I""""";"""""Leg""""";"""""Draft legislative resolution""""";"""""s""""";"""""Díaz de Mera Garcia Consuegra""""";"""""A8-0235/2016""""";"""""2016/0142/COD""""";"""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0235&language=EN""""";"""""Committee on Civil Liberties, Justice and Home Affairs""""";;"""""vote: legislative resolution""""";;;0;"""""RCV""""";"""""+""""";485;132;21;44;17;189;1;8;55;167;4;0.629;0.354;0.855;0.02;0.154;0.821;0.874;0.077;0;0;0;0;"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2016/0142(COD"""")";https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1436903&t=e&l=en;purpose: to revise the suspension mechanism of council regulation (ec) no 539/2001 listing the third countries whose nationals must be in possession of visas when crossing the external borders and those whose nationals are exempt from that requirement. proposed act: regulation of european parliament and of the council. role of the european parliament: the european parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the council. background: council regulation (ec) no 539/2001 lists the third countries whose nationals must be in possession of a visa when crossing the external borders of the member states and those whose nationals are exempt from that requirement. the regulation is part of the eu's common visa policy for short stays of up to 90 days in any 180-day period. suspension mechanism : the suspension mechanism in article 1a of regulation (ec) no 539/2001 allows the temporary suspension of the visa exemption for nationals of a third country in certain emergency situations, as a last resort. it can be triggered by any member state by notifying the commission that it is confronted, over a six-month period, in comparison with the same period in the previous year or with the last six months prior to the visa liberalisation of that country, with circumstances leading to an emergency situation which the member state in question cannot remedy on its own. these circumstances are namely a substantial and sudden increase in the number of: nationals of that third country found to be illegally overstaying in the member state in question
4756;111;1;"""""02.02.2017""""";"""""Third countries whose nationals are subject to or exempt from a visa requirement: Georgia""""";"""""***I""""";"""""Leg""""";"""""Draft legislative resolution""""";"""""s""""";"""""Gabriel""""";"""""A8-0260/2016""""";"""""2016/0075/COD""""";"""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2016-0260&language=EN""""";"""""Committee on Civil Liberties, Justice and Home Affairs""""";;"""""Provisional agreement """"";;1;"""""committee""""";"""""RCV""""";"""""+""""";553;66;28;36;12;187;46;6;62;162;42;0.514;0.25;0.846;0.92;0.115;0.925;0.848;0.808;0;0;1;0;"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2016/0075(COD"""")";https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1427363&t=e&l=en;purpose: to amend regulation (ec) no 539/2001 listing the third countries whose nationals must be in possession of visas when crossing the external borders and those whose nationals are exempt from that requirement proposed act: regulation of the european parliament and of the council. role of the european parliament: the european parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the council. background: council regulation (ec) no 539/2001 lists the third countries whose nationals must be in possession of a visa when crossing the external borders of the member states and those whose nationals are exempt from that requirement. it is applied by all member states for the exception of ireland, the united kingdom, as well as iceland, liechtenstein, norway and switzerland. georgia is currently listed in annex i of the regulation, i.e. among those countries whose nationals are required to hold a visa when travelling to the territory of eu member states. the eu-georgia visa liberalisation dialogue was launched in june 2012. in february 2013, the european commission presented the georgian government with an action plan on visa liberalisation (vlap). the vlap is structured around four 'blocks': document security, including biometrics (block i), migration and integrated border management, including asylum (block ii), public order and security (block iii), and external relations and fundamental rights (block iv). before the start of the visa liberalisation dialogue, the eu and georgia had concluded in parallel a visa facilitation agreement and a readmission agreement, which entered into force on 1 march 2011. their full and effective implementation has been an underlying condition for the launch and the continuation of the visa dialogue. it is considered that georgia has met all the benchmarks set out in the visa liberalisation action plan presented to the georgian government and therefore fulfils the relevant criteria for its citizens to be exempted from the visa requirement when travelling to the territory of eu member states. content: the commission proposes to amend regulation (ec) no 539/2001, transferring georgia from annex i (list of visa-required countries) to annex ii (list of visa-free countries). it shall also be specified that the visa waiver will be limited to holders of biometric passports issued in line with standards of the international civil aviation organisation (icao).
4824;113;1;"""""15.02.2017""""";"""""EU-Canada Strategic Partnership Agreement""""";"""""***""""";"""""Leg""""";"""""Draft legislative resolution""""";"""""s""""";"""""Tannock""""";"""""A8-0028/2017""""";"""""2016/0373/NLE""""";"""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0028&language=EN""""";"""""Committee on Foreign Affairs""""";;"""""vote: consent""""";;;0;"""""RCV""""";"""""+""""";506;142;43;59;2;205;44;4;61;131;0;0.843;0.042;0.928;0.88;0.077;0.91;0.686;0;1;0;0;0;"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2016/0373(NLE"""")";https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1467893&t=e&l=en;purpose: to conclude the strategic partnership agreement (spa) between the european union and its member states, of the one part, and canada, of the other part. proposed act: council decision. role of the european parliament: council may adopt the act only if parliament has approved the latter. background: on 8 december 2010, the council adopted a decision authorising the commission and the high representative of the union for foreign affairs and security policy to negotiate a framework agreement between the european union and its member states, on the one part, and canada, of the other part. the negotiations on the agreement commenced in september 2011 and concluded in september 2014 with initialling of the agreement. following the adoption of the council decision on the signing and provisional application of the agreement on 28 october 2016, the agreement was signed on 30 october 2016 at the 16th eu-canada summit. the present joint proposal concerns the legal instrument concluding the agreement. note on legal basis: article 218(6)(a)(iii) tfeu states that, where an agreement establishes a specific institutional framework by organising cooperation procedures, the council shall adopt a decision concluding the agreement after obtaining the consent of the european parliament. moreover, the second subparagraph of article 218(8) tfeu states that the council shall act unanimously when the agreement covers a field for which unanimity is required for the adoption of a union act. the agreement pursues objectives and has components in the areas of the common foreign and security policy and technical cooperation with developed countries. these aspects of the agreement are inseparably linked without one being incidental to the other. the common foreign and security policy is a field for which unanimity is required for adopting a union act. the agreement establishes an institutional framework for cooperation between the eu and canada. the legal basis of the proposed decision should therefore be article 37 teu and article 212(1) tfeu read in conjunction with article 218(6)(a) tfeu and the second subparagraph of article 218(8) tfeu. content : the commission and of the high representative of the union for foreign affairs and security policy jointly propose that the council adopt a decision approving the framework agreement between the european union and its member states, of the one part, and canada, of the other part, on behalf of the union. the text of the agreement is attached to the decision. the aim of the agreement is to strengthen existing cooperation between the parties, which is based on the 1976 framework agreement for commercial and economic cooperation, in order to cover political dialogue and common foreign and security policy-related issues, and a broad range of sectors including environment, justice and security, migration and integration, fisheries, education, culture, human rights, northern development and indigenous issues, youth exchanges and transport security. the agreement (spa) envisages several kinds of cooperation: political cooperation: the aim of the spa is to strengthen eu - canada political ties and cooperation on foreign and security issues, and to advance cooperation on a large number of policy areas besides trade and economics. the agreement enshrines eu-canada common democratic values and will advance cooperation on a bilateral and multilateral level. the spa will strengthen political dialogue in fields such as: it reaffirms the parties' commitment to safeguarding international peace and security by preventing the proliferation of weapons of mass destruction and undertaking measures to deal with the illicit trade in small arms and light weapons. institutional cooperation: the spa provides the mechanism for conducting political dialogue by organising annual summits at leaders level and consultations at ministerial level. it also establishes a joint ministerial committee, which replaces the previous transatlantic dialogue, and a joint cooperation committee with the objective of monitoring the development of the strategic relationship between the parties. suspension mechanism: the agreement provides for the possibility of suspending its application in case of a violation of essential elements of the agreement such as human rights and non-proliferation. in addition, the parties recognise that a particularly serious and substantial violation of human rights or non-proliferation could also serve as grounds for the termination of the comprehensive economic and trade agreement (ceta). the spa, in conjunction with the ceta, is expected to provide tangible benefits and opportunities to the citizens of the eu and canada.
4981;115;1;"""""02.03.2017""""";"""""EU-Liechtenstein Agreement on supplementary rules in relation to the instrument for financial support for external borders and visa""""";"""""***""""";"""""Leg""""";"""""Draft legislative resolution""""";"""""s""""";"""""Weidenholzer""""";"""""A8-0025/2017""""";"""""2016/0247/NLE""""";"""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0025&language=EN""""";"""""Committee on Civil Liberties, Justice and Home Affairs""""";;"""""vote: consent""""";;;0;"""""RCV""""";"""""+""""";550;32;66;48;30;187;48;9;58;164;6;0.686;0.625;0.846;0.96;0.173;0.866;0.859;0.115;1;0;0;0;"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2016/0247(NLE"""")";https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1468301&t=e&l=en;purpose: to conclude, on behalf of the european union, an agreement between the european union and the principality of liechtenstein on supplementary rules in relation to the instrument for financial support for external borders and visa, as part of the internal security fund for the period 2014 to 2020. proposed act: council decision. role of the european parliament: council may adopt the act only if parliament has given its consent to the act. background: regulation (eu) no 515/2014 of the european parliament and of the council, as part of the internal security fund, the instrument for financial support for external borders and visa (isf borders and visa) for the period 2014 to 2020, as well as regulation (eu) no 514/2014 of the european parliament and of the council laying down general provisions on the asylum, migration and integration fund and on the instrument for financial support for police cooperation, preventing and combating crime, and crisis management became applicable as of 1 january 2014. the purpose of the isf-borders and visa is to establish a solidarity mechanism binding the participating states by the same european rules on the control of external borders in each other's interests and on each other's behalf. the instrument will serve to accomplish a key objective of the schengen acquis, namely to share responsibility for an efficient, high and uniform level of control at the external borders. regulation (eu) no 515/2014 provides that the countries associated with the implementation, application and development of the schengen acquis participate in the instrument in accordance with its provisions and that arrangements are to be concluded on their financial contributions and the supplementary rules necessary for such participation, including provisions ensuring the protection of the union's financial interests and the power of audit of the court of auditors. the aim of the draft agreement with liechtenstein (the associated country) is to establish the arrangements referred to in article 5(7) of regulation (eu) no 515/2014 and to enable the commission to assume ultimate responsibility for implementation of the budget of the instrument in this associated country and determine this country's contribution to the union budget in respect of this instrument. content: the commission proposes that the council approves the agreement with liechtenstein on supplementary rules in relation to the instrument for financial support for external borders and visa, as part of the internal security fund, for the period 2014 to 2020. the draft decision aims to conclude arrangements between the union and liechtenstein on this country's contribution to the instrument for financial support for external borders and visa for the period 2014-2020 and on the supplementary rules necessary for this participation. this proposal constitutes a development of elements of the schengen acquis in which the united kingdom and ireland do not take part. denmark shall decide within a period of six months after the council has decided on this decision whether it will implement it in its national law.
5360;126;1;"""""16.05.2017""""";"""""EU-Norway Agreement on supplementary rules in relation to the instrument for financial support for external borders and visa""""";"""""***""""";"""""Leg""""";"""""Draft legislative resolution""""";"""""s""""";"""""Zdechovský""""";"""""A8-0174/2017""""";"""""2016/0322/NLE""""";"""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0174&language=EN""""";"""""Committee on Civil Liberties, Justice and Home Affairs""""";;"""""vote: consent""""";;;0;"""""RCV""""";"""""+""""";561;33;77;46;24;198;50;8;62;169;4;0.657;0.5;0.896;1;0.154;0.925;0.885;0.077;0;0;0;0;"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2016/0322(NLE"""")";https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1470239&t=e&l=en;purpose: to conclude an agreement between the european union and the kingdom of norway on supplementary rules in relation to the instrument for financial support for external borders and visa, as part of the internal security fund for the period 2014 to 2020. proposed act: council decision. role of the european parliament: council may adopt the act only if parliament has given its consent to the act. background: regulation (eu) no 515/2014 of the european parliament and of the council establishing, as part of the internal security fund, the instrument for financial support for external borders and visa became applicable as of 1 january 2014. furthermore, regulation (eu) no 514/2014 of the european parliament and of the council laying down general provisions on the asylum, migration and integration fund and on the instrument for financial support for police cooperation, preventing and combating crime, and crisis management also became applicable on the same date. under this regulation, the provisions of the regulation (eu) no 514/2014 apply to the instrument for financial support for external borders and visa as part of the internal security fund (the isf-borders and visa). the purpose of the isf-borders and visa is to establish a solidarity mechanism binding the participating states by the same european rules on the control of external borders in each other's interests and on each other's behalf. the isf-borders and visa will serve to accomplish a key objective of the schengen acquis, namely to share responsibility for an 'efficient, high and uniform level of control at the external borders'. it is thus a development of the schengen acquis. article 5(7) of regulation (eu) no 515/2014 provides that the countries associated with the implementation, application and development of the schengen acquis participate in the instrument in accordance with its provisions and that arrangements are to be concluded on their financial contributions and the supplementary rules necessary for such participation, including provisions ensuring the protection of the union's financial interests and the power of audit of the court of auditors, as the respective association agreements do not provide for such rules. the aim of the draft agreement with norway is to establish the arrangements of this participation and to enable the commission to assume ultimate responsibility for implementation of the budget of the instrument in this associated country and determine this country's contribution to the union budget in respect of this instrument. content: under this proposal, it is proposed that the council adopt the decision in which it is called upon to conclude, on behalf of the european union, the agreement between the european union and the kingdom of norway on supplementary rules in relation to the instrument for financial support for external borders and visa, as part of the internal security fund, for the period 2014 to 2020. rules for the participation of norway in the isf-borders and visas: the agreement provides for a number of technical provisions to establish the framework for participation. the funds allocated to norway under the isf-borders and visa shall be used in accordance with the principle of sound financial management. protection of the financial interests of the union against fraud is also stressed. budgetary control: provisions are laid down as regards budgetary and financial controls. member states shall be subject to horizontal obligations (e.g. the competence of the court of auditors and of the european anti-fraud office (olaf)) derived either directly from the treaty or from secondary union legislation. moreover, the court of auditors and olaf shall be granted suitable access to carry out controls. financial contributions from norway to the isf: provisions are also provided to guarantee the payments of the contribution from norway to the isf for the implementation of eu actions and its mid-term review and other specific actions. for the years 2016 to 2018, norway shall make annual payments to the budget of the isf-borders and visa in the order of eur 19 777 712. territorial application: regulation (eu) no 515/2014 constitutes a development of the schengen acquis. in this regard, the present agreement with norway also builds on the schengen acquis. denmark shall not take part in the adoption of this decision and will not be bound by it or be subject to its application. the same goes for the united kingdom and ireland.
5821;141;1;"""""04.10.2017""""";"""""Agreement establishing the EU-LAC International Foundation""""";"""""***""""";"""""Leg""""";"""""Draft legislative resolution""""";"""""s""""";"""""Couso Permuy""""";"""""A8-0279/2017""""";"""""2016/0217/NLE""""";"""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2017-0279&language=EN""""";"""""Committee on Foreign Affairs""""";;"""""vote: consent""""";;;0;"""""RCV""""";"""""+""""";626;36;27;57;21;196;49;8;66;184;45;0.814;0.438;0.887;0.98;0.154;0.985;0.963;0.865;1;0;0;0;"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2016/0217(NLE"""")";https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1462835&t=e&l=en;purpose: to conclude the agreement establishing the eu (european union) – lac (latin, american and caribbean) international foundation. proposed act: joint council decision. role of the european parliament: council may adopt the act only if parliament has given its consent to the act. background: the european union (eu) and the latin american and caribbean (lac) countries signed a strategic partnership at the first bi-regional summit of their heads of state and government in rio de janeiro in 1999. since 1999, successive summits have ensured a steady intensification of political dialogue and progress on jointly tackling a wide range of issues including climate change, migration, the fight against illicit drugs, the promotion of human rights and gender equality, education and cultural issues, and in the fields of science and technology. at the fifth eu-lac summit (lima, 2008), leaders of both regions decided to consider the creation of a bi-regional foundation to foster debate on common strategies and action to strengthen the partnership and enhance its visibility. the eu-lac foundation was formally established in hamburg in 2011 as a german civil law body, pending the possible conclusion of an international constituent agreement to convert it into an international organisation. council decision 2012/493/eu authorised the commission to open negotiations for an international agreement on the creation of the eu-lac foundation as an international organisation, with the eu, its member states and the lac countries as members. negotiations started in december 2012 and the european parliament has been kept regularly informed throughout the negotiations. the high representative and the commission consider that the objectives set by the council in its directives on the negotiation of the agreement have been met, and that the draft agreement can be submitted for signature and conclusion. content: the joint proposal constitutes the legal instrument for the conclusion of the agreement establishing the eu-lac international foundation is hereby approved on behalf of the european union. the aim of the agreement is to establish the eu-lac foundation as an international organisation with legal personality under public international law. the foundation can be seen as an instrument of eu common foreign policy because its activities contribute to the convergence of member states' actions towards the latin american and caribbean region, ensuring that the eu is able to assert its interests and values in the framework of the partnership between the two regions. specific activities of the foundation contribute to the political dialogue between the eu and celac in areas such as global governance and the promotion of democracy, human rights and the rule of law. the foundation will also strengthen cooperation between the eu and lac regions, fostering intercultural exchange, notably by facilitating and promoting participation by, and inputs from, civil society and other social actors. it will aim to: budgetary implications: the conclusion of the agreement will have no direct budgetary implications, as it will be on a voluntary basis. the commission has made financial contributions to the foundation since it was established under german civil law in 2011, most recently (through the partnership instrument) the sum of eur 3 million for the two years from october 2015. some lac and eu countries, including germany as host country, have contributed financially on one or more occasions.
7349;174;4;"""""31.05.2018""""";"""""Union Civil Protection Mechanism""""";"""""***I""""";"""""Leg""""";"""""Draft legislative resolution""""";"""""s""""";"""""Gardini""""";"""""A8-0180/2018""""";"""""2017/0309/COD""""";"""""http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2018-0180&language=EN""""";"""""Committee on the Environment, Public Health and Food Safety""""";;"""""vote: Commission proposal""""";;;0;"""""RCV""""";"""""+""""";431;99;97;34;17;166;1;3;43;165;2;0.486;0.354;0.751;0.02;0.058;0.642;0.864;0.038;0;0;0;0;"https://oeil.secure.europarl.europa.eu/oeil/popups/ficheprocedure.do?lang=en&reference=""""2017/0309(COD"""")";https://oeil.secure.europarl.europa.eu/oeil/popups/summary.do?id=1513116&t=e&l=en;purpose: to strengthen europe’s capacity to deal with emergency crises (resceu). proposed act: decision of the european parliament and of the council. role of the european parliament: the european parliament decides in accordance with the ordinary legislative procedure on an equal footing with the council. background: the union civil protection mechanism (ucpm) governed by decision no 1313/2013/eu of the european parliament and the council strengthens cooperation between the union and the member states and facilitates coordination in the field of civil protection in order to improve the union's response to natural and man-made disasters. several recent disasters have hit several member states simultaneously: the refugee and migration crisis and its humanitarian impact, terrorist attacks, the lack of available assets during the 2016 and 2017 forest fire seasons that resulted in over 100 deaths as well as the severe impact of a series of hurricanes in the caribbean and fierce storms and flooding in the eu, have constituted a real stress test for the ucpm. recent experience has shown that reliance on voluntary offers of mutual assistance, coordinated and facilitated by the union mechanism, does not always ensure that sufficient capacities are made available to address the basic needs of people affected by disasters in a satisfactory manner, nor that the environment and property are properly safeguarded. following the interim evaluation of the ucpm, the examination of the ucpm by the european court of auditors and the report on the gaps in critical reaction capacity published in early 2017, the commission considered it necessary to strengthen european civil protection in the light of disaster trends, including extreme weather, and against the background of internal security concerns. the proposed changes are part of the broader objective of working towards a ‘europe that protects’. content: the proposal to amend decision no 1313/2013/eu has the following objectives: (i) to improve disaster prevention and preparedness capabilities
