Vote ID,Title,ECR%,EPP%,Greens/EFA%,EFD/IDG%,NI%,REG%,S&D%,The Left%,General Majority,Left Majority,Right Majority,Consensus,Summary text
3376EP7,"""""Removal of fins of sharks on board vessels""""",0.719,0.714,0.93,0.806,0.636,0.819,0.764,0.4,1.0,0.0,0.0,0.0,"PURPOSE: to amend Regulation (EC) No 1185/2003 on the removal of fins of sharks on board vessels in order to ensure proper management and conservation of shark stocks. PROPOSED ACT: Regulation of the European Parliament and of the Council. BACKGROUND: Council Regulation (EC) No 1185/2003 on the removal of fins of sharks on board vessels establishes a general prohibition to the practice of 'shark finning', whereby the fins are removed from sharks, with the remainder of the shark being discarded at sea. In recent years, some shark populations have been severely targeted and put under serious threat as a result of a dramatic increase in demand for shark products, fins in particular. The EU has made several international commitments to protect sharks, in line with the Organisation of the United Nations (FAO) Code of Conduct for Responsible Fisheries, and in particular under the International Plan of Action on Sharks (IPOA-Sharks)adopted by the FAO in 1999. The FAO IPOA was the basis for the 2009 Commission Communication on a European Community Action Plan for the Conservation and Management of Sharks, whereby the Union committed itself to adopt all necessary measures for the conservation of sharks and to minimize waste and discards from shark catches. IMPACT ASSESSMENT: the European Commission held a public consultation of stakeholders and the general public, between 2010 and 2011, in order to gather information on the most appropriate manner in which Council Regulation (EC) No 1185/2003 should be amended. The results of the consultation show that the 'fins-remain-attached' approach is regarded as the preferred option. LEGAL BASIS: Article 43 (2) of the Treaty on the Functioning of the European Union (TFEU). CONTENT: Regulation (EC) No 1185/2003 allows Member States to issue special fishing permits allowing processing on board, whereby shark fins can be removed from the bodies. In order to ensure the correspondence between the weight of fins and bodies, a 'fin-to-carcass' weight ratio is established. However, given that such processing takes place on board vessels, fins and bodies can be landed in different ports. Inspectors must rely on logbook records to determine whether or not the fin allowance has been respected. In such cases, and given the varying levels of control and enforcement in ports around the world where such landings take place, 'shark finning' can and does occur, and is often difficult to detect, let alone prove in legal proceedings. Under these circumstances, the collection of data (e.g. species identification, population structure) underpinning scientific advice for the establishment of fisheries management and conservation measures is hampered. The Scientific, Technical, and Economic Committee for Fisheries (STECF) acknowledges the problem of shark finning and calls for its eradication without exemption, and advises that all elasmobranch species should be landed with fins /wings attached. Regional Fisheries Management Organisations are increasingly addressing the issue of shark finning and their scientific bodies are showing preference for the landing of sharks with their fins naturally attached to the body. Therefore, in order to ensure proper management and conservation of shark stocks, it is appropriate to amend Regulation (EC) No 1185/2003. BUDGETARY IMPACT: the proposal has no impact on the EU’s budget."
10146EP8,"""""International Agreement on olive oil and table olives""""",0.871,0.878,0.98,0.854,0.269,0.925,0.853,0.808,1.0,0.0,0.0,0.0,"PURPOSE: to conclude the International Agreement on Olive Oil and Table Olives, 2015. PROPOSED ACT: Council Decision. CONTENT: on 19 November 2013, the Council authorised the Commission to open negotiations on behalf of the Union in order to conclude a new international agreement on olive oil and table olives. The text of the agreement was adopted on 9 October 2015 by the representatives of 24 Member States of the United Nations Conference on Trade and Development (UNCTAD) and two intergovernmental organisations during the United Nations Conference for the Negotiation of a Successor Agreement to the International Agreement on Olive Oil and Table Olives, 2005. In accordance with Council Decision (EU) 2016/1892, the Agreement was signed on behalf of the Union on 28 November 2016 at the United Nations Headquarters in New York, subject to its conclusion at a later date. The Agreement entered into force provisionally on 1 January 2017. It is now necessary for the Agreement to be approved. CONTENT: the Council calls for the approval, on behalf of the Union, of the International Agreement on Olive Oil and Table Olives, 2015. The Agreement establishes a decision-making body, called the ‘Council of Members’, which exercises all powers and performs all the functions necessary to achieve the objectives of the Agreement. The Commission should be authorised to represent the Union in the Council of Members. In order to facilitate the adoption of amendments to the Agreement such as those regarding the designations and definitions of oils, olive pomace oils and table olives as set out in annexes B and C of the Agreement, the Commission should be authorised to approve proposed amendments on behalf of the Union, under specific substantive and procedural conditions."
1078EP7,"""""Instrument for Stability""""",0.702,0.813,0.807,0.548,0.394,0.819,0.81,0.0,1.0,0.0,0.0,0.0,"PURPOSE: to amend Regulation (EC) No 1717/2006 establishing an Instrument for Stability with a view to adapting it to a judgment of the Court of Justice. PROPOSED ACT: Regulation of the European Parliament and of the Council. CONTENT: as part of the reform of external action financial instruments for 2007‑2013, Regulation (EC) No 1717/2006 established the Instrument for Stability (IfS) to enable the Community to give a consistent and integrated response to crises and impending crises, by means of a single legal instrument with simplified decision-making procedures. The review of the implementation of the Regulation concluded that certain amendments to the Regulation are necessary, which may be summarised as follows: (1) taking account of a judgment of the Court of Justice : when the IfS Regulation was adopted, the Council and the Commission issued a joint statement in which they agreed that nothing in this Regulation shall be construed as prejudging positions taken in Case 91/05 (Commission vs Council on measures to combat the proliferation, illicit use of and access to small arms and light weapons and which may be implemented by the Community under its development policy). Only in the light of the judgment of the Court of Justice did the Commission decide to amend the disputed article (Article 3(2)(i)) to clarify it as part of the revision of the instrument. It is therefore necessary to propose a revision of the IfS Regulation in order to bring it in line with the case law of the Court which considers that measures against the proliferation of small arms and light weapons may be implemented by the Community under its development policy. For the same reason, Article 4(1)(a) on action in support of the fight against the illicit trafficking needs to be revised in order to refer explicitly to “small arms and light weapons”. (2) extend the participation of partners from developed countries for certain actions : Article 17 of the Regulation excludes partners from developed countries outside the EU and the EEA from participating in actions in support of pre- and post-crisis capacity building (crisis preparedness) under the Regulation. Thus such partners are precluded from participating in these actions, which is inconsistent and poses a serious setback to the attainment of objectives of Article 4(3). It is therefore proposed to open up participation in the award of procurement or grant contracts under Article 4(3) to participation on a global basis. (3) amend the allocation of the IfS financial envelope : Article 24 of the Regulation specifies that no more than 7% of the overall reference amount shall be allocated to measures falling under Article 4(1), namely threats to law and order, to the security and safety of individuals, to critical infrastructure and to public health. The share of the financial envelope intended for such measures has proven to be inadequate and needs to be increased, as the areas covered by this Article are numerous and, even with multi-purpose programmes, only a few can be handled effectively with the scarce resources available. Developing effective actions in the area of critical infrastructure, public health risks and global responses to trans-regional threats requires more substantial measures to allow real impact, visibility and credibility. It is therefore proposed to increase the maximum share for measures under Article 4(1) from 7% to 10%. IMPACT ASSESSMENT: not applicable. BUDGETARY IMPLICATION: the proposal has no implications for the Community budget."
13169EP9,"""""Revision of the EU Emissions Trading System""""",0.032,0.863,0.0,0.014,0.035,0.796,0.104,0.0,0.0,0.0,0.0,0.0,
283EP8,"""""Fisheries Partnership Agreement between the EU and São Tomé and Príncipe: fishing opportunities and financial contribution""""",0.086,0.869,0.86,0.917,0.231,0.97,0.869,0.731,0.0,0.0,0.0,0.0,
2662EP7,"""""Derivatives, central counterparties and trade repositories""""",0.702,0.886,0.807,0.516,0.455,0.819,0.877,0.114,1.0,0.0,0.0,0.0,"BACKGROUND: in its Communication of 4 March 2009 on “Driving European Recovery”, the Commission committed itself to deliver appropriate initiatives to increase transparency and to address financial stability concerns. In its Communication of 3 July 2009 , it examined the role played by derivatives in the financial crisis and, in its 20 October 2009 Communication , it set out the future policy actions the Commission intended to propose to increase transparency of the derivatives market, reduce counterparty and operational risk in trading and enhance market integrity and oversight. In September 2009, G-20 Leaders agreed in Pittsburgh that all standardised OTC derivative contracts should be traded on exchanges or electronic trading platforms, where appropriate, and cleared through central counterparties by end-2012 at the latest and that OTC derivative contracts should be reported to trade repositories. In June 2010, G20 Leaders in Toronto reaffirmed their commitment and also committed to accelerate the implementation of strong measures to improve transparency and regulatory oversight of OTC derivatives in an internationally consistent and non-discriminatory way. This initiative is part of a larger international effort to increase the stability of the financial system in general, and the OTC derivatives market in particular. Given the global nature of the OTC derivatives market an internationally coordinated approach is crucial. This proposal for a Regulation delivers the Commission's commitments to proceed rapidly and with determination. It takes also into account the strong support and the many of the measures suggested in Parliament’s Resolution of 15 June 2010 , on ""Derivatives markets: future policy actions"". It is also consistent with the recently adopted US legislation on OTC derivatives, the so-called Frank-Dodd Act. IMPACT ASSESSMENT: the impact assessment concludes that the largest net benefits would be achieved through the adoption of measures that would: require the use of Central Counterparty (CCP) clearing for OTC derivatives that meet predefined eligibility criteria; set specific targets for legal and process standardisation; set specific targets for the bilateral clearing of OTC derivatives transactions; require market participants to report all the necessary information on their OTC derivatives portfolios to a trade repository or, if that would not be possible, directly to regulators; and require the publication of aggregate position information. LEGAL BASE: Article 114 of the Treaty on the Functioning of the European Union (TFEU). A uniform process at EU level is needed to determine which OTC Derivatives are eligible for mandatory clearing through CCPs. CONTENT: the scope of the Regulation is wide and lays down uniform requirements covering financial counterparties, non-financial counterparties (exceeding certain thresholds) and all categories of OTC derivative contracts. Its prudential parts apply to central counterparties as a result of the clearing obligation and, for the reporting requirement, to trade repositories. The authorisation and supervision requirements for CCPs apply irrespective of the financial instrument the CCPs clear - whether OTC or other. Exemptions are explicitly foreseen for the members of the European System of Central Banks, public bodies charged with or intervening in the management of the public debt and to multilateral development banks. The main features of the proposal are as follows: Clearing, reporting and risk mitigation of OTC Derivatives: 'standardised' contracts will mean those contracts that are eligible for clearing by CCPs. In order to apply this, the Regulation establishes a process that will take into account the risk aspects connected to mandatory clearing. In order to establish a process that ensures that as many OTC contracts as possible will be cleared, the Regulation introduces two approaches to determine which contracts must be cleared: a 'bottom-up' approach, according to which a CCP decides to clear certain contracts and is authorised to do so by its competent authority, who is then obliged to inform the European Securities and Markets Authority (ESMA) once it approves the CCP to clear those contracts. ESMA will then have the powers to decide whether a clearing obligation should apply to all of those contracts in the EU. ESMA will need to base that decision on certain objective criteria; a 'top-down' approach according to which ESMA, together with the European Systemic Risk Board (ESRB), will determine which contracts should potentially be subject to the clearing obligation. This process is important to identify and capture those contracts in the market that are not yet being cleared by a CCP. Counterparties that are subjected to the clearing obligation cannot simply avoid the requirement by deciding not to participate in a CCP. If those counterparties do not meet the participation requirements or are not interested in becoming clearing members, they must enter into the necessary arrangements with clearing members to access the CCP as clients. Furthermore, CCPs should not be allowed to accept only those transactions concluded on execution venues with which they have a privileged relationship or which are part of the same group. As regards non-financial (corporate) counterparties, they will in principle not be subject to the rules of this Regulation, unless their OTC derivatives positions reach a threshold and are considered to be systemically important. The Regulation sets out a process that helps to identify the non-financial institutions with systemically important positions in OTC derivatives and subjects them to certain obligations specified under the Regulation. The process is based on the definition of two thresholds: a) an information threshold and b) a clearing threshold. These thresholds will be specified by the European Commission on the basis of draft regulatory standards proposed by ESMA, in consultation with the ESRB and other relevant authorities. Moreover, as not all OTC derivatives will be considered eligible for central clearing, there remains a need to improve arrangements and the safety of those contracts that will continue to be managed on a so-called 'bilateral' basis. The Regulation therefore requires the use of electronic means and the existence of risk management procedures with timely, accurate and appropriately segregated exchange of collateral, and an appropriate and proportionate holding of capital. Lastly, financial counterparties and non-financial counterparty above the clearing threshold must report the details of any derivative contract they have entered into and any modification thereof (including novation and termination) to a registered trade repository. In the exceptional case that a trade repository is not capable of recoding the details of a particular OTC derivatives contract, the Regulation requires that this information should be provided directly to the relevant competent authority. The Commission will need to be empowered to determine the details, type, format and frequency of the reports for the different classes of derivatives, following draft technical standards to be developed by ESMA. Requirements applicable to CCPs: given that CCPs have to assume additional risks, the Regulation requires that, for security reasons, they are subjected to rigorous organisational, conduct of business and prudential requirements (internal governance rules, increased capital requirements, etc.). To begin with, a CCP must have in place robust governance arrangements. These will respond to any potential conflicts of interest between owners, management, clearing members and indirect participants. The role of independent board members is particularly relevant. Secondly, to be authorised to exercise its activity, a CCP is required to have a minimum quantum of capital. The Regulation will require a CCP to have a mutualised default fund to which members of the CCP will have to contribute. Authorisation and supervision of trade repositories : the Regulation provides for a reporting requirement of OTC derivative transactions to increase the transparency of this market. The information must be reported to trade repositories. In view of the central role of trade repositories in the collection of regulatory information, the Regulation gives ESMA the powers to register trade repositories, withdraw the registration and to perform the surveillance of trade repositories. Requirements for trade repositories:  the Regulation also contains provisions for trade repositories to guarantee their compliance with a set of standards. These are designed to ensure that the information that trade repositories maintain for regulatory purposes is reliable, secured and protected. In particular, trade repositories will be subject to organisational and operational requirements and ensure appropriate safeguarding and transparency of data."
440EP7,"""""Movement of persons with a long-stay visa""""",0.439,0.799,0.86,0.194,0.152,0.94,0.8,0.714,0.0,1.0,0.0,0.0,"PURPOSE: to facilitate the circulation within the Schengen area without internal borders of third-country nationals legally residing in one of the Member States on the basis of a long-stay ""D"" visa issued by that Member State. PROPOSED ACT: Regulation of the European Parliament and of the Council. BACKGROUND: in accordance with the current Schengen acquis, a third-country national holding a national long-stay visa (""D visa"") for stays exceeding three months is allowed to stay only in the territory of the Member State which issued the visa and, pursuant to Article 18 of the Convention Implementing the Schengen Agreement, as amended by Regulation 1091/2001, is allowed to transit through the territories of the other Member States only in order to reach the State which issued the visa. Thus, according to present Community law, D visa holders are not allowed to travel to the other Member States during their stay and nor are they allowed to transit through the other States when returning to their country of origin, as this is not provided for by the Schengen Convention. The wording of the above provision of the Schengen Convention stems from the procedure generally applied at the time by the Member States whereby D visas are converted into a residence permit after arrival on the territory. On the basis of such a residence permit, third country nationals can then circulate within the Schengen area. For this reason, at the time of the conclusion of the Schengen Convention, Member States did not consider it necessary to regulate either the circulation and the return journey on the basis of a D visa, or a second transit to the Member State that had issued the D visa. Therefore, the Schengen Convention only provides the principle of equivalence between Schengen residence permits and visas applicable in the Schengen area: a residence permit issued by a Member State allows a third country national, holding the residence permit and a valid travel document, to move freely for up to three months within the territories of the other Member States during his/her stay. Article 5(1)(b) of Regulation (EC) No 562/2006 also provides for the possibility for third country nationals in possession of a valid residence permit issued by a Member State to cross the external borders of another Member State without a visa for stays not exceeding three months. However, in practice this situation caused serious problems. More and more Member States do not replace D visas by residence permits after the entry of third-country nationals into their territory, or replace them only with considerable delays. Therefore, the Commission proposes the introduction of the principle of equivalence between long-stay and short-stay visas issued by the Member States fully implementing the Schengen acquis in order to overcome the present problems encountered by third-country nationals legally staying in a Member State with a long-stay visa. IMPACT ASSESSMENT: no impact assessment was carried out. CONTENT: this proposal and the parallel draft Regulation extend the principle of equivalence between a residence permit and short-stay visas to long-stay D visas. Hence a long-stay visa would have the same effects as a residence permit as regards circulation in the Schengen area. Principle : a third-country national holding a long-stay D visa issued by a Member State could travel to the other Member States for three months in any half year, under the same conditions as the holder of a residence permit. The rules regarding the issuance of long-stay visas remain unchanged as it was the case with the rules on the issuance of residence permits when the principle of equivalence between a residence permit and a short-stay visa was introduced. This would restore the basic philosophy underlying the Schengen area without internal borders, i.e. that a person can travel around in the Schengen area for short stays for three months in any half year with the document on the basis of which he is legally present in a Member State. Legal aspects : due to the conflicting decision making procedures attached to the different legal basis, the Commission had to draw up two separate proposals. Technically, the proposed Regulations will amend: Article 5(1)(b) of Regulation (EC) No 562/2006 of 15 March 2006 establishing a Community Code on the rules governing the movement of persons across borders (Schengen Borders Code), on the entry conditions for third-country nationals and Article 21 of the Convention Implementing the Schengen Agreement – present proposal for a Regulation based on Article 62 (2)(a) and (3) of the TEC and shall be adopted in accordance with the co-decision procedure; Articles 18 and 25 of the Convention Implementing the Schengen Agreement of 14 June 1985 (between the Governments of the States of the Benelux Economic Union, the Federal Republic of Germany and the French Republic on the gradual abolition of checks at their borders) – proposed parallel Regulation based on Articles 63 (3)(a) of the TEC and shall be adopted at unanimity in the Council after consulting the European Parliament. It should be noted that contrary to the proposed parallel Regulation, this proposed Regulation does not make any changes to important provisions of the Schengen Convention as regards the security aspects (obligation to consult the SIS and the other Member States in case of an alert would also apply when Member States consider the issuance of a long-stay visa to a third-country national or when Member States discover an alert which has been issued to a third-country national who holds a valid long-stay visa). Territorial provisions : Norway, Iceland, Switzerland and Liechtenstein are associated with the implementation of this draft Regulation in accordance with bilateral agreements concluded with the EU on the Schengen acquis. The United Kingdom and Ireland is not participating in the adoption and the implementation of this text in accordance with the Protocol annexed to the Treaty on European Union. Denmark is not taking part in the adoption of this Regulation and is not bound by it or subject to its application. However, it may decide within a period of six months after the date of adoption of this Regulation whether it will implement this Regulation in its national law. BUDGETARY IMPLICATIONS: the proposal has no implications for the Community budget."
1043EP9,"""""Renewal of the EU-Ukraine Agreement on cooperation in science and technology""""",0.984,0.962,0.905,0.795,0.579,0.944,0.903,0.878,1.0,0.0,0.0,0.0,"PURPOSE: to renew the Agreement for scientific and technological cooperation between the European Community and Ukraine. PROPOSED ACT: Council Decision ROLE OF THE EUROPEAN PARLIAMENT: Council may adopt the act only if Parliament has given its consent to the act. BACKGROUND: the Agreement for scientific and technological cooperation between the European Community and Ukraine was signed in Brussels on 4 July 2002 and entered into force on 11 February 2003. The Agreement was renewed for additional periods of five years, with retroactive effect to 8 November 2009 and 8 November 2014 respectively. The Agreement expired on November 7, 2019. Ukraine has a long tradition of excellence in science and technology and despite the difficulties encountered in recent years, the country still has first-class scientists and remains an important player in science, technology and innovation (STI) in the European Union's neighbourhood. Cooperation between the EU and Ukraine is traditionally very active notably in the fields of advanced/new materials, IT-technology, physics and astronomy, engineering, agricultural technology, nanotechnology, biotechnology and their applications across various sectors such as aviation, energy, and biomedicine, in particular immunotherapies for cancer. At the meeting of the EU-Ukraine Joint Scientific and Technological Cooperation Committee established by the agreement, held in Kiev on 29 January 2019, both parties noted their intention to renew the agreement for a further period of five years. CONTENT: the Commission proposes that the Council decide to approve, on behalf of the Union, the renewal of the Agreement for scientific and technological cooperation between the European Community and Ukraine for an additional period of five years with effect from 8 November 2019. The substance of the renewed Agreement shall be identical to the substance of the current Agreement. The renewed Agreement shall not create any new or additional rights or obligations for either Party, but shall extend over time the existing legal regime between the Parties in the field of scientific and technological cooperation. This Decision shall enable both Parties to strengthen cooperation and develop a more strategic partnership by increasing the scale and scope of existing cooperation, addressing global challenges and promoting reciprocal access to programmes and funding. The renewal of the Agreement shall allow both the Union and Ukraine to mutually benefit from the scientific and technological progress achieved through their ongoing cooperation activities. It shall also allow an exchange of specific knowledge and transfer of know-how to the benefit of the scientific community, enterprises and citizens of both parties. The Commission shall regularly monitor all activities carried out under the Agreement, including cooperative activities. The budgetary impact (appropriations of an administrative nature) is estimated at EUR 0.360 million for the period 2019-2024."
10143EP8,"""""EU Accession to the Geneva Act on Appellations of Origin and Geographical Indications""""",0.857,0.873,0.98,0.688,0.25,0.896,0.843,0.712,1.0,0.0,0.0,0.0,"PURPOSE: to approve the accession of the European Union to the Geneva Act of the Lisbon Agreement on Appellations of Origin and Geographical Indications. PROPOSED ACT: Council decision. ROLE OF THE EUROPEAN PARLIAMENT: Council may adopt the act only if Parliament has given its consent to the act. BACKGROUND: the Lisbon Agreement for the Protection of Appellations of Origin and their International Registration of 31 October 1958 created a special union within the framework of the Union for the Protection of Industrial Property which was established by the Convention for the Protection of Industrial Property signed in Paris on 20 March 1883. The contracting parties undertake to protect on their territories the appellations of origin of products of the other countries within the Special Union which are recognised and protected as such in the country of origin and which are registered at the International Bureau of the World Intellectual Property Organization (WIPO), unless those parties declare, within a period of one year from the receipt of the notification of such a registration, that they cannot ensure such protection. Seven Member States are parties to the Lisbon Agreement, namely Bulgaria (since 1975), the Czech Republic (since 1993), France (since 1966), Italy (since 1968), Hungary (since 1967), Portugal (since 1966) and Slovakia (since 1993). Three other Member States have signed, but not ratified the Lisbon Agreement, namely Greece, Spain and Romania. The Union itself is not a party to the Lisbon Agreement as it provides that only countries can accede to it. On 20 May 2015, the Geneva Act of the Lisbon Agreement on Appellations of Origin and Geographical Indications was adopted which revised the Lisbon Agreement. In order for the Union to be able to properly exercise its exclusive competence for the areas covered by the Geneva Act and its functions in the context of its comprehensive protection systems for agricultural designations of origin and geographical indications, the Union should accede to the Geneva Act and become a contracting party thereto. CONTENT: the draft Council Decision concerns the approval, on behalf of the Union, of the accession of the European Union to the Geneva Act of the Lisbon Agreement on designations of origin and geographical indications (Geneva Act). The Geneva Act expands the scope of the Special Union in order to extend the protection of appellations of origin of products to all geographical indications. The revised Agreement:  outlines the terms, conditions and processes by which contracting parties may seek protection for registered appellations of origin and geographical indications, while allowing for appropriate safeguards and transitional periods for certain entities; allows contracting parties, with regard to procedures relating to applications and international registration, to request a declaration of intent to use, if necessary, the protection provided by their national legislation of the Geneva Act and the Common Regulations under the Lisbon Agreement and the Geneva Act of the Lisbon Agreement; increases the registration fees from 500 CHF to 1000 CHF, future flexibility has been introduced to allow Members to further contribute to the budget as required. An individual fee can be required by Contracting Parties in order to covers the cost of substantive examination of the international registration; constitutes the obligation for each Contracting Party to protect registered appellations of origin and geographical indications on its territory, within its own legal system and practice but in accordance with the terms of this Act, subject to any refusal, renunciation, invalidation or cancellation that may become effective with respect to its territory; lays down the content of protection: each contracting party is required to provide the legal means to prevent use of the appellation of origin or geographical indication in respect of goods of the same kind but different origin and in respect of goods not of the same kind or services if such use would indicate or suggest a connection between those goods or services and the beneficiaries, and would be likely to damage their interests, or to impair or dilute or take unfair advantage of, the reputation of the AO/GI; effectively ensures that protected designations may not subsequently become generic; explicitly provides for coexistence of appellations of origin or geographical indications with prior trade mark rights; allows contracting parties to provide limited exceptions to the rights conferred by a trademark; provides for the option of a phasing out period for prior uses; does not refer to invalidity grounds and hence allows any Contracting Party to invoke its domestic rules, in line with EU legislation, which does not have an enumerative list of invalidation grounds, either. The Geneva Act will enter into force three months after five parties have ratified it."
2346EP8,"""""EU-Vanuatu agreement on the short-stay visa waiver""""",0.586,0.851,0.78,0.354,0.077,0.836,0.885,0.692,0.0,1.0,0.0,0.0,"PURPOSE: to conclude the Agreement between the European Union and the Republic of Vanuatu on the short-stay visa waiver. PROPOSED ACT: Council Decision. ROLE OF THE EUROPEAN PARLIAMENT: Council may adopt the act only if Parliament has given its consent to the act. BACKGROUND: Regulation (EU) No 509/2014 of the European Parliament and of the Council amended Regulation (EC) No 539/2001 listing the third countries whose nationals must be in possession of visas when crossing the external borders of the Member States and those whose nationals are exempt from that requirement. The Regulation was adopted on 20 May 2014 and entered into force on 9 June 2014. In July 2014, the Commission presented a Recommendation to the Council to authorise it to start negotiations on visa waiver agreements with each of the following 17 countries: Dominica, Grenada, Kiribati, Marshall Islands, Micronesia, Nauru, Palau, Saint Lucia, Saint Vincent and the Grenadines, Samoa, Solomon Islands, Timor-Leste, Tonga, Trinidad and Tobago, Tuvalu, the United Arab Emirates and Vanuatu. The negotiations on the visa waiver agreement with Vanuatu were opened on 19 November 2014 in Brussels. The agreement was initialled by the chief negotiators on 4 December 2014. The Commission considers that the objectives set by the Council in its negotiating directives were attained and that the draft visa waiver agreement is acceptable to the Union. CONTENT: the Commission proposes that the Council approve the Agreement between the European Union and the Republic of Vanuatu on the short-stay visa waiver. The content of the agreement may be summarised as follows: Purpose and duration of stay: the agreement provides for visa-free travel for the citizens of the European Union and for the citizens of Vanuatu when travelling to the territory of the other Contracting Party for a maximum period of 90 days in any 180-day period. The agreement takes into account the situation of the Member States that do not yet apply the Schengen acquis in full. As long as they are not part of the Schengen area without internal borders, the visa waiver confers a right for the nationals of Vanuatu to stay for 90 days in any 180-day on the territory of each of those Member States (Bulgaria, Croatia, Cyprus and Romania), independently of the period calculated for the whole Schengen area. A provision has been included in the agreement stating that Vanuatu may suspend or terminate the agreement only in respect of all the Member States of the European Union and that the Union may also only suspend or terminate the agreement in respect of all of its Member States Scope of the application: the visa waiver covers all categories of persons (ordinary, diplomatic, service/official and special passport holders) travelling for all kinds of purposes, except for the purpose of carrying out a paid activity. For this latter category, each Member State and also Vanuatu remain free to impose the visa requirement on the citizens of the other Party in accordance with the applicable Union or national law. The Member States and Vanuatu reserve the right to refuse entry into and short stay in their territories if one or more of these conditions are not met. Territorial application: in the case of France and the Netherlands, the visa waiver would entitle nationals of Vanuatu to stay only in those Member States’ European territories. The provisions of the Agreement do not apply to the United Kingdom and Ireland. The Agreement establishes a Joint Committee for the management of the Agreement, which shall adopt its rules of procedure."
8736EP8,"""""Use of vehicles hired without drivers for the carriage of goods by road""""",0.557,0.891,0.0,0.167,0.135,0.91,0.141,0.019,0.0,0.0,0.0,0.0,"PURPOSE: to enable undertakings to benefit to a greater extent from the advantages of using vehicles hired without drivers for the carriage of goods by road. PROPOSED ACT: Directive of the European Parliament and of the Council. ROLE OF THE EUROPEAN PARLIAMENT: the European Parliament shall decide in accordance with the ordinary legislative procedure and on an equal footing with the Council. BACKGROUND: the use of hired vehicles can reduce the costs of undertakings carrying goods on their own account or for hire and reward and at the same time increase their operational flexibility. Directive 2006/1/EC of the European Parliament and of the Council provides for a minimum level of the market opening for the use of vehicles hired without drivers for the carriage of goods by road. However, this Directive: allows Member States to restrict the use of hired goods vehicles with a gross vehicle weight above six tonnes for own account operations; restricts the use of a vehicle which has been hired in a Member State different from the one where the undertaking hiring the vehicle is established. The Commission therefore proposes to remove these restrictions and establish a uniform regulatory framework across the EU to ensure equal access for transport operators across the EU to the market for hired vehicles. The proposal is part of a series of proposals in the field of road transport which the Commission intends to adopt in 2017. IMPACT ASSESSMENT: the preferred option aims to: (i) allow the use of hired goods vehicles for own account operations throughout the EU; (ii) allow the use of goods vehicles which an operator established in one Member State has hired in another Member State for a certain period of time. Expected benefits include: a reduction in operating costs of EU hauliers by a total of EUR 158 million in 2030; a total annual economic benefit of around EUR 240 million in 2030 for the vehicle rental/leasing sector; the creation of almost 5 000 additional jobs (2 900 in the vehicle rental/leasing sector and 1 700 in the road haulage business). CONTENT: the proposal amending Directive 2006/1/EC seeks to: allow the use within its territory of vehicles hired by undertakings established on the territory of another Member State provided that the vehicle is registered or put into circulation in compliance with the laws of a Member State; allow the use of a vehicle hired in another Member State is to be allowed for at least four months in any given calendar year to enable undertakings to meet temporary or seasonal demand peaks and/or to replace defective or damaged vehicles. By 5 years after the deadline for transposition of the Directive, the Commission shall submit a report on the implementation and effects of this Directive. The report shall include information on the use of vehicles hired in a Member State other than the Member State of establishment of the undertaking hiring the vehicle. On the basis of this report, the Commission shall assess whether it is necessary to propose additional measures."
914EP7,"""""Pharmacovigilance of medicinal products (amendment of Regulation (EC) No 726/2004)""""",0.754,0.817,0.614,0.516,0.455,0.771,0.718,0.657,1.0,0.0,0.0,0.0,"PURPOSE: extend the deadline for submission of a refund application under Directive 2008/9/EC laying down detailed rules for the refund of value added tax to 31 March 2011. PROPOSED ACT: Council Directive. BACKGROUND: Council Directive 2008/9/EC (the Refund Directive) allows for non-established taxable persons to reclaim VAT on business expenses incurred in another Member State (the Member State of refund) via an electronic web portal set up in their own Member State (the Member State of establishment). The Refund Directive states that applications should be submitted to the Member State of establishment at the latest on 30 September of the calendar year following the refund period. As the Directive came into force on 1 January 2010, any applications concerning 2009 are to be submitted to the Member State of establishment by 30 September 2010 at the latest. Some Member States opened their web portals very late (up to the middle of May 2010) and there have been various technical problems with the operability and access to certain portals. Member States have also had divergent views of how the system should operate from a technical point of view, which have only come to light once the system has been operational. This has also contributed to a number of delays and problems in the submission and processing of applications. Following a number of problems incurred in the practical application of the procedure at the level of several Member States, it is proposed to amend the Refund Directive in order to: (i) give taxable persons more time to submit applications relating to refund periods in 2009; (ii) provide that the Commission can adopt the necessary implementing measures following the opinion of the Standing Committee on Administrative Co-operation. IMPACT ANALYSIS: as this measure does not significantly amend the existing measure, no impact assessment is necessary. LEGAL BASIS: Article 113 of the Treaty on the Functioning of the European Union (TFEU). CONTENT: the proposal will extend the deadline for submission of a refund application under Directive 2008/9/EC to 31 March 2011 exceptionally for applications concerning refund periods in 2009, and provide for certain implementing measures to be adopted under the procedure provided for in Council Regulation (EC) No 1798/2003 on administrative cooperation in the field of value added tax. This would allow the Member States and the Commission to agree on the necessary technical aspects of application of the Directive, and hence improve the running of the system. BUDGETARY IMPLICATION: the proposal has no negative impact on the EU budget."
