,Title,ECR%,EPP%,Greens/EFA%,EFD/IDG%,NI%,REG%,S&D%,The Left%,General Majority,Left Majority,Right Majority,Consensus,Summary text,EP


7195,"""""EU-Norway Agreement on the cumulation of origin between the EU, Switzerland, Norway and Turkey in the framework of the Generalised System of Preferences""""",0.886,0.846,0.94,0.729,0.135,0.881,0.817,0.712,1,0,0,0,"PURPOSE: to approve the conclusion of an agreement in the form of an exchange of letters between the European Union and Norway on cumulation of origin between the European Union, Switzerland, Norway and Turkey in the framework of the Generalised Preferences of the European Union (GSP). PROPOSED ACT: Council Decision. ROLE OF THE EUROPEAN PARLIAMENT: Council may adopt the act only if Parliament has given its consent to the act. BACKGROUND: under Commission Regulation (EU) 2015/2446, products obtained in Norway, Switzerland or Turkey incorporating materials which have not been wholly obtained there are to be considered as originating in a beneficiary country, provided that such materials have undergone sufficient working or processing within the meaning of Article 45 of that Delegated Regulation (so-called 'cumulation' system). The cumulation system shall apply provided that Norway reciprocally grants the same treatment to products originating in the beneficiary countries which incorporate materials originating in the Union. In the case of Norway, the cumulation system was originally put in place by means of an agreement in the form of an exchange of letters between the Union and Norway. That exchange of letters took place on 29 January 2001, following the approval of the Council by Decision 2001/101/EC. In order to ensure the application of a concept of origin corresponding to that set out in the rules of origin in the Union’s Generalised System of Preferences (GSP), Norway amended its GSP rules of origin. Therefore, the Agreement in the form of an exchange of letters between the Union and Norway must be revised. The rules of origin in the GSP were reformed in 2010. They provide for the implementation of a new system for the establishment of proofs of origin by registered exporters, which will apply from 1 January 2017. In order to anticipate the application of that new system and the rules, on 8 March 2012 the Council authorised the Commission to negotiate an agreement with Norway, in the form of an exchange of letters, on the mutual acceptance of replacement certificates of origin Form A or replacement statements of origin. The negotiations resulted in an agreement in the form of an exchange of letters between the European Union and Norway which should be approved. CONTENT: the draft decision seeks the approval, on behalf of the Union, of the agreement in the form of an exchange of letters between the European Union and Norway on the cumulation of origin between the European Union, Switzerland, Norway and Turkey in the framework of the Generalised System of Preferences of the European Union. Under the agreement, certain products with content of Norwegian, Swiss or Turkish origin are to be treated on their arrival on the customs territory of the Union as products with content of Union origin.",EP8


5532,"""""Conclusion of the EU-Cuba Political Dialogue and Cooperation Agreement (Consent)""""",0.6,0.814,0.82,0.333,0.135,0.851,0.932,0.885,0,1,0,0,"PURPOSE: to conclude, on behalf of the European Union, the Political Dialogue and Cooperation Agreement between the European Union and its Member States, of the one part, and the Republic of Cuba, of the other. PROPOSED ACT: Joint Proposal for a Council Decision. ROLE OF THE EUROPEAN PARLIAMENT: Council may adopt the act only if Parliament has given its consent to the act. BACKGROUND: relations between the European Union and Cuba are currently governed by the EU's Common Position 96/697/CFSP of 2 December 1996. On 10 February 2014, the Council adopted a Decision authorising the Commission and the High Representative of the Union for Foreign Affairs and Security Policy to open negotiations for a Political Dialogue and Cooperation Agreement (PDCA) between the European Union and its Member States, of the one part, and the Republic of Cuba, of the other part. The negotiations began on 29 April 2014 and were concluded after seven rounds in March 2016. The Agreement was initialled on 11 March 2016 in Havana, in the presence of the High Representative and the Commissioner for International Development and Cooperation. The European Parliament was also kept informed throughout the negotiations. It is now necessary to approve the Agreement. CONTENT: the Commission proposes that the Council approve, on behalf of the Union, the Political Dialogue and Cooperation Agreement between the European Union and it Member States, of the one part, and the Republic of Cuba, of the other part is hereby approved on behalf of the Union. The Agreement should supersede Common Position 96/697/CFSP. The PDCA is the first bilateral agreement between the EU and Cuba. It aims to consolidate and strengthen links between the parties in the areas of political dialogue, cooperation and trade, on the basis of mutual respect, reciprocity, common interest and respect for their sovereignty. The relationship will be geared to supporting the modernisation of the Cuban economy and society, cooperating bilaterally and in international fora with a view to strengthening human rights and democracy, countering discrimination and achieving the sustainable development goals. The Agreement builds essentially on a three-pillar structure: The Agreement also establishes an institutional framework composed of a Joint Council and a Joint Committee and includes a provision on the fulfilment of obligations. The Agreement is concluded for an unlimited period and can be terminated at six months’ notice.",EP8


7194,"""""EU-Switzerland Agreement on the cumulation of origin between the EU, Switzerland, Norway and Turkey in the framework of the Generalised System of Preferences""""",0.857,0.824,0.94,0.729,0.173,0.866,0.817,0.673,1,0,0,0,"PURPOSE: to approve the conclusion of an agreement in the form of an exchange of letters between the European Union and Switzerland on cumulation of origin between the European Union, Switzerland, Norway and Turkey in the framework of the Generalised Preferences of the European Union (GSP). PROPOSED ACT: Council Decision. ROLE OF THE EUROPEAN PARLIAMENT: Council may adopt the act only if Parliament has given its consent to the act. BACKGROUND: under Commission Regulation (EU) 2015/2446, products obtained in Norway, Switzerland or Turkey incorporating materials which have not been wholly obtained there are to be considered as originating in a beneficiary country, provided that such materials have undergone sufficient working or processing within the meaning of Article 45 of that Delegated Regulation (so-called 'cumulation' system). The cumulation system shall apply provided that Switzerland reciprocally grants the same treatment to products originating in the beneficiary countries which incorporate materials originating in the Union. In the case of Switzerland, the cumulation system was originally put in place by means of an agreement in the form of an exchange of letters between the Union and Switzerland. That exchange of letters took place on 14 December 2000, following the approval of the Council by Decision 2001/101/EC. In order to ensure the application of a concept of origin corresponding to that set out in the rules of origin in the Union’s Generalised System of Preferences (GSP), Switzerland has amended its GSP rules of origin. Therefore, the agreement in the form of an exchange of letters between the Union and Switzerland must be revised. The rules of origin in the GSP were reformed in 2010. They provide for the implementation of a new system for the establishment of proofs of origin by registered exporters, which will apply from 1 January 2017. In order to anticipate the application of that new system and the rules, on 8 March 2012 the Council authorised the Commission to negotiate an agreement with Switzerland, in the form of an exchange of letters, on the mutual acceptance of replacement certificates of origin Form A or replacement statements of origin. The negotiations resulted in an agreement in the form of an exchange of letters between the European Union and Switzerland which should be approved. CONTENT: the draft decision seeks the approval, on behalf of the Union, of the Agreement in the form of an exchange of letters between the European Union and Switzerland on the cumulation of origin between the European Union, Switzerland, Norway and Turkey in the framework of the Generalised System of Preferences of the European Union. Under the agreement, certain products with content of Norwegian, Swiss or Turkish origin are to be treated on their arrival on the customs territory of the Union as products with content of Union origin.",EP8


2346,"""""EU-Vanuatu agreement on the short-stay visa waiver""""",0.586,0.851,0.78,0.354,0.077,0.836,0.885,0.692,0,1,0,0,"PURPOSE: to conclude the Agreement between the European Union and the Republic of Vanuatu on the short-stay visa waiver. PROPOSED ACT: Council Decision. ROLE OF THE EUROPEAN PARLIAMENT: Council may adopt the act only if Parliament has given its consent to the act. BACKGROUND: Regulation (EU) No 509/2014 of the European Parliament and of the Council amended Regulation (EC) No 539/2001 listing the third countries whose nationals must be in possession of visas when crossing the external borders of the Member States and those whose nationals are exempt from that requirement. The Regulation was adopted on 20 May 2014 and entered into force on 9 June 2014. In July 2014, the Commission presented a Recommendation to the Council to authorise it to start negotiations on visa waiver agreements with each of the following 17 countries: Dominica, Grenada, Kiribati, Marshall Islands, Micronesia, Nauru, Palau, Saint Lucia, Saint Vincent and the Grenadines, Samoa, Solomon Islands, Timor-Leste, Tonga, Trinidad and Tobago, Tuvalu, the United Arab Emirates and Vanuatu. The negotiations on the visa waiver agreement with Vanuatu were opened on 19 November 2014 in Brussels. The agreement was initialled by the chief negotiators on 4 December 2014. The Commission considers that the objectives set by the Council in its negotiating directives were attained and that the draft visa waiver agreement is acceptable to the Union. CONTENT: the Commission proposes that the Council approve the Agreement between the European Union and the Republic of Vanuatu on the short-stay visa waiver. The content of the agreement may be summarised as follows: Purpose and duration of stay: the agreement provides for visa-free travel for the citizens of the European Union and for the citizens of Vanuatu when travelling to the territory of the other Contracting Party for a maximum period of 90 days in any 180-day period. The agreement takes into account the situation of the Member States that do not yet apply the Schengen acquis in full. As long as they are not part of the Schengen area without internal borders, the visa waiver confers a right for the nationals of Vanuatu to stay for 90 days in any 180-day on the territory of each of those Member States (Bulgaria, Croatia, Cyprus and Romania), independently of the period calculated for the whole Schengen area. A provision has been included in the agreement stating that Vanuatu may suspend or terminate the agreement only in respect of all the Member States of the European Union and that the Union may also only suspend or terminate the agreement in respect of all of its Member States Scope of the application: the visa waiver covers all categories of persons (ordinary, diplomatic, service/official and special passport holders) travelling for all kinds of purposes, except for the purpose of carrying out a paid activity. For this latter category, each Member State and also Vanuatu remain free to impose the visa requirement on the citizens of the other Party in accordance with the applicable Union or national law. The Member States and Vanuatu reserve the right to refuse entry into and short stay in their territories if one or more of these conditions are not met. Territorial application: in the case of France and the Netherlands, the visa waiver would entitle nationals of Vanuatu to stay only in those Member States’ European territories. The provisions of the Agreement do not apply to the United Kingdom and Ireland. The Agreement establishes a Joint Committee for the management of the Agreement, which shall adopt its rules of procedure.",EP8


3579,"""""EU-Peru Agreement on the short-stay visa waiver""""",0.643,0.928,0.88,0.521,0.192,0.97,0.895,0.885,0,1,0,0,"PURPOSE: to conclude the Agreement between the European Union and the Republic of Peru on the short-stay visa waiver. PROPOSED ACT: Council Decision. ROLE OF THE EUROPEAN PARLIAMENT: Council may adopt the act only if Parliament has given its consent to the act. BACKGROUND: Regulation (EU) No 509/2014 of the European Parliament and of the Council amended Regulation (EC) No 539/2001 listing the third countries whose nationals must be in possession of visas when crossing the external borders of the Member States and those whose nationals are exempt from that requirement. The Regulation was adopted on 20 May 2014 and entered into force on 9 June 2014. Regulation (EU) No 509/2014 transferred 19 countries to Annex II, which lists the third countries whose nationals are exempt from the visa requirement. Those 19 countries are: Colombia, Dominica, Grenada, Kiribati, Marshall Islands, Micronesia, Nauru, Palau, Peru, Saint Lucia, Saint Vincent and the Grenadines, Samoa, Solomon Islands, Timor-Leste, Tonga, Trinidad and Tobago, Tuvalu, the United Arab Emirates and Vanuatu. Colombia and Peru were, according to Recital 5 of Regulation (EU) No 509/2014 and the joint declaration issued at the time of adoption, subject to a specific procedure which required a further assessment of those countries against the relevant criteria, before the Commission could present to the Council recommendations for decisions authorising the opening of negotiations on visa waiver agreements with those two countries. In October 2014, the Commission adopted a report broadly assessing the situation of Peru. The Commission concluded that the significant improvement of the Peruvian economic and social situation in recent years provided justification that Peruvians should be granted visa-free access to the Member States' territory. In addition, the visa waiver agreement contains the necessary safeguards to suspend or terminate the agreement should this be required to avoid security or migration risks for the Union. In March 2015, the Commission presented a Recommendation to the Council to authorise it to start negotiations on visa waiver agreements with Colombia and Peru. On 19 May 2015, the Council addressed negotiating directives to the Commission. The negotiations with Peru were opened on 20 May 2015 in Brussels. The agreement was initialled by the chief negotiators on 9 June 2015. The Commission considered that the objectives set by the Council in its negotiating directives were attained and that the draft visa waiver agreement is acceptable to the Union. CONTENT: the Commission proposes that the Council approve the Agreement between the European Union and Peru on the short-stay visa waiver. The content of the agreement may be summarised as follows: Purpose and duration of stay: the agreement provides for visa-free travel for the citizens of the European Union and for the citizens of Peru when travelling to the territory of the other Contracting Party for a maximum period of 90 days in any 180-day period. In order to safeguard equal treatment of all EU citizens, a provision has been included in the agreement stating that Peru may suspend or terminate the agreement only in respect of all the Member States of the European Union and that the Union may also only suspend or terminate the agreement in respect of all of its Member States. The agreement takes into account the situation of the Member States that do not yet apply the Schengen acquis in full. As long as they are not part of the Schengen area without internal borders, the visa waiver confers a right for the nationals of Peru to stay for 90 days in any 180-day on the territory of each of those Member States (currently Bulgaria, Croatia, Cyprus and Romania), independently of the period calculated for the whole Schengen area. Scope: the visa waiver covers all categories of persons (ordinary, diplomatic, service/official and special passport holders) travelling for all kinds of purposes, except for the purpose of carrying out a paid activity. For this latter category, each Member State and also Peru remain free to impose the visa requirement on the citizens of the other Party in accordance with the applicable Union or national law. In order to ensure harmonised implementation, a joint declaration is attached to the agreement on the interpretation of the category of persons travelling for the purpose of carrying out a paid activity. Biometric passports: the Agreement includes a number of declarations: Territorial application: in the case of France and the Netherlands, the visa waiver would entitle nationals of Peru to stay only in those Member States’ European territories. The provisions of the Agreement do not apply to the United Kingdom and Ireland. The Agreement establishes a Joint Committee for the management of the Agreement, which shall adopt its rules of procedure.",EP8


6861,"""""Financing of European political parties""""",0.877,0.835,0.947,0.387,0.212,0.855,0.841,0.343,1,0,0,0,"PURPOSE: to amend the Financial Regulation so as to take into account changes proposed by the Commission in its proposal for a Regulation on the statute and funding of European political parties and European political foundations. PROPOSED ACT: Regulation of the European Parliament and of the Council. BACKGROUND: the proposal for a Regulation of the European Parliament and of the Council on the statute and funding of European political parties and European political foundations - which will replace current Regulation (EC) No 2004/2003 - contains new rules regarding, inter alia, the funding of political parties and political foundations at European level. Their effectiveness requires that they are accompanied by a corresponding set of financial rules anchored in the Financial Regulation (Regulation (EU, Euratom) No 966/2012). The proposal follows the European Parliament resolution of 6 April 2011 regarding the financing of the European political parties which considers that, in light of the experience gained, the financing of European political parties and European political foundations should be improved as regards a number of points. In particular, it calls for an end to the system of grants and the creation of a new financing instrument in the Financial Regulation “devoted solely and tailored specifically to the funding of European Parties and foundations”. IMPACT ASSESSMENT: after a detailed analysis, it is proposed that political parties should indeed be financed through a new instrument (""contributions"") rather than through an operating grant, as it is currently the case. As regards European political foundations, it is considered that they should continue to receive an operating grant. The Commission feels that the request of the European Parliament to exclude European political foundations also from the grant system is not justified given that the specific characteristics of European political parties are not the same as the European political foundations. LEGAL BASIS: Article 322 of the Treaty on the Functioning of the European Union (TFEU), in conjunction with the Treaty establishing the European Atomic Energy Community, and in particular Article 106a thereof. CONTENT: the Commission proposal establishes a new Title VIII be inserted in part Two of the Financial Regulation dedicated to Contributions to European political parties and it repeals the specific provisions regarding European political parties which are currently provided for under Title VI (grants) of part One. The proposal introduces the following elements: Abolition of the ""annual work programme"": in accordance with Parliament’s resolution, the payment of contributions shall not be a precondition for the presentation of an annual work programme and an estimated operating budget. Introduction of eligibility criteria: the authorising officer should request directly from the Registry of European political parties (set up in the EP) certificates confirming that European political parties are duly registered and are in compliance with relevant obligations (e.g. presentation of accounts) and have not been suspended or subject to any administrative penalty as foreseen in the proposal for a Regulation on the statute and funding of European political parties and European political foundations. Abolition of the selection criteria: the selection criteria will not be required in the new Title, since there is little value in verifying the financial and operational capacity of European political parties to represent its citizens, a fortiori when no annual work programme or estimated budget is submitted. Control on their statutory obligations: a provision has been introduced which will explicitly require that European political parties should not be subject to debarment from the Registry or subject to an administrative penalty during the financial year covered by the contribution. In such cases, their contributions would be reduced or terminated and any pre-financing paid recovered. The authorising officer should request such confirmation to the EP Registry before making the payment of the balance. Controls on expenditure and not on actions: while financial support should be awarded without an annual work programme and estimated operating budget, European political parties should justify ex post the sound use of Union funds. In particular, the authorising officer should verify if the EU funds have been used to pay reimbursable expenditure as established in the call for contributions within the time limits laid down in this Regulation. Time limits to use of EU funds: Parliament called for the possibility to 'build up reserves and carry-over of funds'. The new Title does not prevent European political parties from building reserves from their own sources. In addition, European political parties should also benefit from a certain flexibility regarding the time limits to use the EU funds awarded. However, EU funds that have not been spent should be used within a reasonable time. Financing and pre-financing methods: as in the case of grants, contributions may be paid either through the reimbursement of a percentage of the expenditures incurred or through a system of predefined lump sum, unit costs, and flat rate (forfaits). Contributions should be paid in one pre-financing payment covering 100% of the sum, unless the authorising officer decides otherwise for duly justified reasons. Interest on pre-financing: by derogation from the Financial Regulation, any interest yielded by the pre-financing amounts received by the European political parties should be used to pay reimbursable expenditures within the following two financial years. Penalty and control regime: as in the case for grants, the new Title should include the standard provisions regarding the control of the EP, OLAF, and the Court of Auditors. It should also include the same penalty regime (administrative and financial penalties) which is applicable to grant beneficiaries. BUDGETARY IMPLICATION: the envisaged modification of the Financial Regulation has no budgetary implications.",EP7


513,"""""A list of third countries, or parts of third countries, and animal and public health and veterinary certification conditions for importation into the Community of certain live animals and their fresh meat""""",0.561,0.758,0.579,0.387,0.364,0.747,0.764,0.743,0,0,0,0,"PURPOSE: to repeal Council Decision 79/542/EEC drawing up a list of third countries or parts of third countries, and laying down animal and public health and veterinary certification conditions, for importation into the Community of certain live animals and their fresh meat. PROPOSED ACT: Decision of the European Parliament and of the Council. CONTENT: this proposal repeals Council Decision 79/542/EEC of 21 December 1976 which establishes the veterinary conditions for the importation into the Community of certain live animals and the fresh meat of such animals and equidae, excluding meat preparations. Due to fundamental changes in the regulatory framework in this area, and for reasons of clarity and legal security, all the provisions of Decision 79/542/EEC have been laid down in the Commission Regulation of […] (EC) No XX/2010 laying down lists of third countries, territories or parts thereof authorised for the introduction into the Community of certain animals and fresh meat and the veterinary certification requirements. From the moment in which that Regulation enters into force, Council Decision 79/542/EEC will be lapsed and no longer apply. For the sake of clarity and transparency of Community legislation, Decision 79/542/EEC should be explicitly repealed with effect from that date.",EP7


914,"""""Pharmacovigilance of medicinal products (amendment of Regulation (EC) No 726/2004)""""",0.754,0.817,0.614,0.516,0.455,0.771,0.718,0.657,1,0,0,0,"PURPOSE: extend the deadline for submission of a refund application under Directive 2008/9/EC laying down detailed rules for the refund of value added tax to 31 March 2011. PROPOSED ACT: Council Directive. BACKGROUND: Council Directive 2008/9/EC (the Refund Directive) allows for non-established taxable persons to reclaim VAT on business expenses incurred in another Member State (the Member State of refund) via an electronic web portal set up in their own Member State (the Member State of establishment). The Refund Directive states that applications should be submitted to the Member State of establishment at the latest on 30 September of the calendar year following the refund period. As the Directive came into force on 1 January 2010, any applications concerning 2009 are to be submitted to the Member State of establishment by 30 September 2010 at the latest. Some Member States opened their web portals very late (up to the middle of May 2010) and there have been various technical problems with the operability and access to certain portals. Member States have also had divergent views of how the system should operate from a technical point of view, which have only come to light once the system has been operational. This has also contributed to a number of delays and problems in the submission and processing of applications. Following a number of problems incurred in the practical application of the procedure at the level of several Member States, it is proposed to amend the Refund Directive in order to: (i) give taxable persons more time to submit applications relating to refund periods in 2009; (ii) provide that the Commission can adopt the necessary implementing measures following the opinion of the Standing Committee on Administrative Co-operation. IMPACT ANALYSIS: as this measure does not significantly amend the existing measure, no impact assessment is necessary. LEGAL BASIS: Article 113 of the Treaty on the Functioning of the European Union (TFEU). CONTENT: the proposal will extend the deadline for submission of a refund application under Directive 2008/9/EC to 31 March 2011 exceptionally for applications concerning refund periods in 2009, and provide for certain implementing measures to be adopted under the procedure provided for in Council Regulation (EC) No 1798/2003 on administrative cooperation in the field of value added tax. This would allow the Member States and the Commission to agree on the necessary technical aspects of application of the Directive, and hence improve the running of the system. BUDGETARY IMPLICATION: the proposal has no negative impact on the EU budget.",EP7


5136,"""""Macro-financial assistance to Jordan""""",0.895,0.905,0.895,0.323,0.364,0.928,0.903,0.057,1,0,0,0,"PURPOSE: to provide EUR 180 million in macro-financial assistance (MFA) to Jordan. PROPOSED ACT: Decision of the European Parliament and of the Council. ROLE OF THE EUROPEAN PARLIAMENT: the European Parliament decides in accordance with the ordinary legislative procedure and on an equal footing with the Council. BACKGROUND: since 2011, Jordan's economy has been significantly affected by the domestic events related to the Arab Spring and the ongoing regional unrest. Combined with a weaker global environment, the political transition of Jordan has taken a heavy toll on external receipts and has strained public finances. Jordan has also been affected by the intensification of the Syria crisis, notably through the inflow of refugees and its fiscal implications ( about 1000 Syrians crossing Jordanian borders every day). It has welcomed about 180 000 refugees since January 2013. While Jordan has so far managed to date to maintain macroeconomic stability, including through substantial fiscal consolidation efforts and financial support from foreign donors, there are significant balance of payments and financing needs. Under the pressure of a sharp drop of international reserves in the first half of 2012, the Jordanian authorities have agreed on a USD 2 billion (800% of quota), 36-month Stand-By Arrangement (SBA) with the International Monetary Fund, approved on August 2012. In this context, the Jordanian government requested Macro-Financial Assistance (MFA) from the EU in the amount of EUR 200 million in December 2012. Consequently, the Commission presents this proposal for MFA to the benefit of Jordan amounting to a maximum of EUR 180 million in the form of loans. LEGAL BASIS: Article 212 of the Treaty on the Functioning of the European Union (TFEU). CONTENT: it is proposed that the Union shall make available to Jordan macro-financial assistance of a maximum amount of EUR 180 million, with a view to supporting Jordan's economic stabilisation and reforms. The assistance shall contribute to covering Jordan's balance of payments needs as identified in the current IMF programme. The full amount of the macro-financial assistance shall be provided to Jordan in the form of loans which shall have a maximum maturity of 15 years. The Commission shall be empowered on behalf of the Union to borrow the necessary funds on the capital markets or from financial institutions in order to lend them to Jordan. Objective of the loan : the EU's MFA would contribute towards covering Jordan's residual external financing needs in 2013 and 2014, in the context of the IMF programme. It would help Jordan address the lingering economic consequences of the Arab Spring and the external shocks of its energy sector. It would reduce the economy's short-term balance of payments and fiscal vulnerabilities, while supporting the adjustment and reform programmes agreed with the IMF and the World Bank, as well as the reforms agreed under the EU's budgetary support operations. The proposed assistance would: promote policy measures to improve public financial management and tax reform while strengthening the social safety net (including through a better targeting of the cash transfers system); measures to improve the regulatory framework and climate for investment; and reforms to reduce unemployment and encourage participation in the labour market, notably among women. Release measures : the Commission: shall manage the provision of the assistance in a manner consistent with the agreements or understandings reached between the IMF and Jordan and with the key principles and objectives of economic reforms set out in the EU-Jordan Association Agreement and the EU-Jordan Action Plan for 2010-2015 agreed under the European Neighbourhood Policy; shall regularly inform the European Parliament and the Economic and Financial Committee of developments in the management of the Union macro-financial assistance and provide them with relevant documents. The Union macro-financial assistance shall be made available for a period of two years from the first day after the entry into force of the Memorandum of Understanding referred to the proposal. Other implementing measures : instalments : the assistance is planned to be disbursed in two loan instalments and to allow some frontloading given the urgency of the financing needs. The disbursement of the first instalment is expected to take place in the second half of 2013. The second instalment, conditional on a number of policy measures, could be disbursed in the first half of 2014; disbursement : this assistance is of macroeconomic nature and its design is consistent with the IMF-supported economic programme. The monitoring of the action by the Commission services will take place on the basis of progress in the implementation of the SBA and specific reform measures to be agreed with the Jordanian authorities in a Memorandum of Understanding. The Commission will target structural reforms aimed at improving the overall macroeconomic management and the conditions for sustainable growth (e.g. targeting the transparency and efficiency of public finance management; fiscal reforms; reforms to strengthen the social safety net; labour market reforms; and reforms to improve the regulatory framework for trade and investment); management : the assistance will be managed by the Commission. Specific provisions on the prevention of fraud and other irregularities, consistent with the Financial Regulation, are applicable. Implementing powers : in order to ensure uniform conditions for the implementation of this Decision, implementing powers should be conferred on the Commission in accordance with Regulation (EU) No 182/2011 of the European Parliament and of the Council. The fact that the assistance is of a substantial amount and, therefore, has a potentially important impact, justifies the use of the examination procedure. BUDGETARY IMPLICATION : the MFA would be provided in the form of a loan and should be financed through a borrowing operation that the Commission will conduct on behalf of the EU. The budgetary costs of the assistance will correspond to the provisioning, at a rate of 9%, of the amounts disbursed in the guarantee fund for external lending of the EU, from budget line 01 04 01 14. Assuming that the first loan disbursement will be made in 2013 for the amount of EUR 100 million and the second loan disbursement in 2014 for the amount of EUR 80 million, and according to the rules governing the guarantee fund mechanism, the provisioning will take place in the 2015-16 budgets.",EP7


1415,"""""Agreement between the EC and South Africa on trade, development and cooperation""""",0.702,0.769,0.737,0.548,0.394,0.699,0.651,0.4,0,0,0,0,"PURPOSE: to conclude the Agreement between the EC and its Member States, of the one part, and South Africa, of the other part, amending the Agreement on Trade, Development and Cooperation. PROPOSED ACT: Council Decision. BACKGROUND: the above-mentioned Agreement between the EC and its Member States and South Africa (‘TDCA’) entered into force on 1 May 2004. Articles 18 and 103 of the TDCA call for a review of the Agreement within five years of its entry into force. At its meeting of 7 November 2005, the Joint Cooperation Council established the broad lines of the future revision of the TDCA, covering further liberalisation of trade, minor adjustments to the Title on Development Cooperation, updating the wording of several provisions concerning economic cooperation and cooperation in other areas. On that basis, the Commission submitted a proposal for a negotiating mandate in June 2006. In November 2006 the Council adopted a two-tier Decision giving the Commission two mandates. One was to give guidance to the Commission for revising the Agreement on Trade, Development and Cooperation on the basis of Article 106(1) of the TDCA, which gives the Cooperation Council the power to decide on amendments put forward by any Party. The other was to authorise the opening of negotiations between the Community and its Member States, on the one hand, and the Republic of South Africa, on the other, to revise the Agreement on matters relating to the political dimension of the Agreement and to justice, freedom and security. However, in the course of the negotiations, for the sake of consistency, both sides agreed to forego the ‘lighter’ procedure of Article 106(1) of the TDCA, and to negotiate a single Agreement amending the TDCA. Consequently, the Commission negotiated this Agreement on the basis of the combined negotiating directives adopted by the Council, and in consultation with the Africa, Caribbean and Pacific (ACP) Working Party and the Africa Working Group. These two bodies were appointed by the Council, according to their respective responsibilities, as the special committees to assist the Commission in its task. The TDCA negotiations on trade and trade-related matters were suspended pending the outcome of the Economic Partnership Agreement (EPA) negotiations. Throughout the negotiations, the Commission ensured that due account was taken of the process for implementing the Strategic Partnership between South Africa and the EU. The agreement was signed on behalf of the Community and Member States on 11 September 2009 in Kleinmond, South Africa in accordance with Council Decision 7437/08. IMPACT ASSESSMENT: no impact assessment was carried out. LEGAL BASE: Article 217 in conjunction with Article 218 (6) (a) of the Treaty on the Functioning of the EU. CONTENT: following the entry into force of the Treaty on the European Union and the Treaty on the Functioning of the European Union, the EU is substituting the European Community for the approval of the agreement. As stipulated in Article 3 of the Agreement, the Parties shall notify each other of the completion of the corresponding approval procedures and the respective instruments of ratification shall be deposited with the General Secretariat of the Council of the EU. As established in Article 4, the Amending Agreement shall enter into force on the first day of the month following the month in which the Parties notify each other that the necessary procedures have been completed. The current proposal is for a Council Decision concluding the amending agreement. It contains new provisions on terrorism, the International Criminal Court, weapons of mass destruction, mercenaries and small arms. The Commission therefore recommends that the Council adopt the attached Decision. BUDGETARY IMPLICATION: the proposal has no implications for the Union’s budget.",EP7


1644,"""""Vaccination against bluetongue""""",0.754,0.758,0.789,0.613,0.576,0.735,0.841,0.829,1,0,0,0,"PURPOSE: to amend the European Union’s legislative framework in order to ensure the better control of the spread of the bluetongue virus and reduce the burden on the agricultural sector posed by that disease.  PROPOSED ACT: Council Directive. BACKGROUND: Council Directive 2000/75/EC of 20 November 2000 lays down specific provisions for the control and eradication of bluetongue, including rules on vaccination. In the past, only sporadic incursions of certain serotypes of the bluetongue virus were recorded in the Union. Those incursions mainly occurred in the southern parts of the Union. However, after the adoption of Directive 2000/75/EC, and particularly after the introduction into the Union of bluetongue virus serotypes 1 and 8 in the years 2006 and 2007, the bluetongue virus has become more widespread in the Union, with the potential of becoming endemic in certain areas. It has therefore become difficult to control the spread of that virus. The rules on vaccination against bluetongue laid down in Directive 2000/75/EC are based on experience of the use of so-called ""modified live vaccines"", or ""live attenuated vaccines"" that were the only vaccines available when that Directive was adopted. In recent years, as a result of new technology, ""inactivated vaccines"" against bluetongue have become available, which do not pose that risk to unvaccinated animals. It is now widely accepted that vaccination with inactivated vaccines is the preferred tool for bluetongue control and the prevention of clinical disease in the Union. Under the current rules, the use of vaccines against bluetongue is prohibited outside ""restricted zones"" where the disease has appeared and where animal movement has been restricted. PREFERRED OPTION AND ASSESSMENT OF ITS IMPACTS: the Commission considers that the amendment of the legislation is necessary to reflect the technological progress in the field of vaccine development. The current obstacles for preventive vaccination outside areas subjected to animal movement restrictions are not necessary when modern safe ""inactivated vaccines"" are used. The proposed amendment will facilitate decision making on bluetongue control strategies on the basis of the specific situation within the Member States without unnecessary intervention by the Union. LEGAL BASIS: the legal basis of Directive 2000/75/EC is the second indent of Article 15 of Council Directive 92/119/EEC of 17 December 1992 introducing general Community measures for the control of certain animal diseases and specific measures relating to swine vesicular disease. This article provides that the Council may adopt specific provisions relating to the control and eradication measures for any of the animal diseases listed in Annex I to the Directive, acting on a qualified majority on a proposal from the Commission. Since the basic act providing for this legal basis is still in force, the legality of the powers vested in the Council in this act are not affected by the entry into force of the Lisbon Treaty and these powers remain solely with the Council. CONTENT: in order to ensure the better control of the spread of the bluetongue virus and reduce the burden on the agricultural sector posed by that disease, it is appropriate to amend the current rules on vaccination laid down in Directive 2000/75/EC in order to take account of the recent technological developments in vaccine production. The proposed amendments should make the rules on vaccination more flexible and also take into account the fact that inactivated vaccines are now available, which can also be successfully used outside areas subjected to animal movement restrictions. T he use of live attenuated vaccines should not be excluded provided that appropriate precautionary measures are taken, as their use might still be necessary under certain circumstances, such as following the introduction of a new bluetongue virus serotype against which inactivated vaccines may not be available. BUDGETARY IMPLICATION: the proposal has no implication for the European Union’s budget.",EP7


