Vote ID,File,Order of vote,Date,O'clock,Title,Title_Ro,Title_Fr,Title_German,Title_Polski,Procedure,Leg/Non-Leg/Bud,Type of Vote,Voting Rule,Rapporteur,Code,interinstitutional file number,Link,Committee responsabile,De/Policy area,Subject,Subject_ro,Subject_fr,Subject_ger,Subject_pl,"Final 
vote?",Am No.,Author,RCV,Vote,Yeas,No,Abs
1408,41.0,2.0,9.09.2015,,Provisional measures in the area of international protection for the benefit of Italy and Greece,,,,,*,Leg,Draft legislative resolution,s,Ska Keller,A8-0245/2015,2015/0125/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0245&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs","Article 5, after paragraph 1",,,,,0.0,44,ENF,RCV,-,136,522,39
1409,41.0,3.0,9.09.2015,,Provisional measures in the area of international protection for the benefit of Italy and Greece,,,,,*,Leg,Draft legislative resolution,s,Ska Keller,A8-0245/2015,2015/0125/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0245&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",After article 11,,,,,0.0,42,committee,RCV,+,516,166,10
1410,41.0,4.0,9.09.2015,,Provisional measures in the area of international protection for the benefit of Italy and Greece,,,,,*,Leg,Draft legislative resolution,s,Ska Keller,A8-0245/2015,2015/0125/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0245&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",After annex II,,,,,0.0,43,committee,RCV,+,521,145,13
1411,41.0,5.0,9.09.2015,,Provisional measures in the area of international protection for the benefit of Italy and Greece,,,,,*,Leg,Draft legislative resolution,s,Ska Keller,A8-0245/2015,2015/0125/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0245&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",After recital 4,,,,,0.0,3,committee,RCV,+,471,204,17
1412,41.0,6.0,9.09.2015,,Provisional measures in the area of international protection for the benefit of Italy and Greece,,,,,*,Leg,Draft legislative resolution,s,Ska Keller,A8-0245/2015,2015/0125/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0245&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Recital 5,,,,,0.0,4,committee,RCV,+,488,167,37
1413,41.0,7.0,9.09.2015,,Provisional measures in the area of international protection for the benefit of Italy and Greece,,,,,*,Leg,Draft legislative resolution,s,Ska Keller,A8-0245/2015,2015/0125/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0245&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",After recital 7,,,,,0.0,6,committee,RCV,+,574,91,26
1414,41.0,8.0,9.09.2015,,Provisional measures in the area of international protection for the benefit of Italy and Greece,,,,,*,Leg,Draft legislative resolution,s,Ska Keller,A8-0245/2015,2015/0125/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0245&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",After recital 13,,,,,0.0,9,committee,RCV,+,554,136,9
1415,41.0,9.0,9.09.2015,,Provisional measures in the area of international protection for the benefit of Italy and Greece,,,,,*,Leg,Draft legislative resolution,s,Ska Keller,A8-0245/2015,2015/0125/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0245&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Recital 19,,,,,0.0,13,committee,RCV,+,502,147,46
1416,41.0,10.0,9.09.2015,,Provisional measures in the area of international protection for the benefit of Italy and Greece,,,,,*,Leg,Draft legislative resolution,s,Ska Keller,A8-0245/2015,2015/0125/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0245&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",After recital 20,,,,,0.0,14,committee,RCV,+,511,177,9
1417,41.0,11.0,9.09.2015,,Provisional measures in the area of international protection for the benefit of Italy and Greece,,,,,*,Leg,Draft legislative resolution,s,Ska Keller,A8-0245/2015,2015/0125/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0245&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Recital 21,,,,,0.0,15,committee,RCV,+,548,118,22
1418,41.0,12.0,9.09.2015,,Provisional measures in the area of international protection for the benefit of Italy and Greece,,,,,*,Leg,Draft legislative resolution,s,Ska Keller,A8-0245/2015,2015/0125/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0245&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",After recital 21,,,,,0.0,16,committee,RCV,+,554,118,22
1419,41.0,13.0,9.09.2015,,Provisional measures in the area of international protection for the benefit of Italy and Greece,,,,,*,Leg,Draft legislative resolution,s,Ska Keller,A8-0245/2015,2015/0125/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0245&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Recital 26,,,,,0.0,18,committee,RCV,+,533,145,16
1420,41.0,14.0,9.09.2015,,Provisional measures in the area of international protection for the benefit of Italy and Greece,,,,,*,Leg,Draft legislative resolution,s,Ska Keller,A8-0245/2015,2015/0125/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0245&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",After recital 26,,,,,0.0,19,committee,RCV,+,528,141,26
1421,41.0,15.0,9.09.2015,,Provisional measures in the area of international protection for the benefit of Italy and Greece,,,,,*,Leg,Draft legislative resolution,s,Ska Keller,A8-0245/2015,2015/0125/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0245&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",Recital 30,,,,,0.0,22,committee,RCV,+,528,145,17
1422,41.0,16.0,9.09.2015,,Provisional measures in the area of international protection for the benefit of Italy and Greece,,,,,*,Leg,Draft legislative resolution,s,Ska Keller,A8-0245/2015,2015/0125/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0245&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",After recital 30,,,,,0.0,23,committee,RCV,+,531,140,22
1423,41.0,17.0,9.09.2015,,Provisional measures in the area of international protection for the benefit of Italy and Greece,,,,,*,Leg,Draft legislative resolution,s,Ska Keller,A8-0245/2015,2015/0125/NLE,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0245&language=EN,"Committee on Civil Liberties, Justice and Home Affairs","Civil liberties, justice & home affairs",vote: legislative resolution,,,,,1.0,,0,RCV,+,498,158,37
1424,41.0,1.0,9.09.2015,,Urban dimension of EU policies,,,,,,Non,Motion for resolution,s,Westphal,A8-0218/2015,2014/2213/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0218&language=EN,Committee on Regional Development,Regional development,Paragraph 20,,,,,0.0,,original text,RCV,+,467,205,13
1425,41.0,2.0,9.09.2015,,Urban dimension of EU policies,,,,,,Non,Motion for resolution,s,Westphal,A8-0218/2015,2014/2213/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0218&language=EN,Committee on Regional Development,Regional development,Paragraph 26,,,,,0.0,,original text,RCV,+,566,77,52
1426,41.0,3.0,9.09.2015,,Urban dimension of EU policies,,,,,,Non,Motion for resolution,s,Westphal,A8-0218/2015,2014/2213/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0218&language=EN,Committee on Regional Development,Regional development,Paragraph 26,,,,,0.0,,original text,RCV,+,460,225,10
1427,41.0,4.0,9.09.2015,,Urban dimension of EU policies,,,,,,Non,Motion for resolution,s,Westphal,A8-0218/2015,2014/2213/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0218&language=EN,Committee on Regional Development,Regional development,vote: resolution,,,,,1.0,,0,RCV,+,545,115,38
1428,41.0,1.0,9.09.2015,,"Investment for jobs and growth: promoting economic, social and territorial cohesion in the EU",,,,,,Non,Motion for resolution,s,Deutsch,A8-0173/2015,2014/2245/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0173&language=EN,Committee on Regional Development,Regional development,Paragraph 4,,,,,0.0,,original text,RCV,+,600,70,25
1429,41.0,2.0,9.09.2015,,"Investment for jobs and growth: promoting economic, social and territorial cohesion in the EU",,,,,,Non,Motion for resolution,s,Deutsch,A8-0173/2015,2014/2245/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0173&language=EN,Committee on Regional Development,Regional development,Paragraph 4,,,,,0.0,,original text,RCV,+,518,145,25
1430,41.0,3.0,9.09.2015,,"Investment for jobs and growth: promoting economic, social and territorial cohesion in the EU",,,,,,Non,Motion for resolution,s,Deutsch,A8-0173/2015,2014/2245/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0173&language=EN,Committee on Regional Development,Regional development,Paragraph 24,,,,,0.0,,original text,RCV,+,556,90,49
1431,41.0,4.0,9.09.2015,,"Investment for jobs and growth: promoting economic, social and territorial cohesion in the EU",,,,,,Non,Motion for resolution,s,Deutsch,A8-0173/2015,2014/2245/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0173&language=EN,Committee on Regional Development,Regional development,Paragraph 27,,,,,0.0,,original text,RCV,+,632,30,30
1432,41.0,5.0,9.09.2015,,"Investment for jobs and growth: promoting economic, social and territorial cohesion in the EU",,,,,,Non,Motion for resolution,s,Deutsch,A8-0173/2015,2014/2245/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0173&language=EN,Committee on Regional Development,Regional development,Paragraph 27,,,,,0.0,,original text,RCV,+,521,78,90
1433,41.0,6.0,9.09.2015,,"Investment for jobs and growth: promoting economic, social and territorial cohesion in the EU",,,,,,Non,Motion for resolution,s,Deutsch,A8-0173/2015,2014/2245/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0173&language=EN,Committee on Regional Development,Regional development,Paragraph 28,,,,,0.0,,original text,RCV,+,612,62,23
1434,41.0,7.0,9.09.2015,,"Investment for jobs and growth: promoting economic, social and territorial cohesion in the EU",,,,,,Non,Motion for resolution,s,Deutsch,A8-0173/2015,2014/2245/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0173&language=EN,Committee on Regional Development,Regional development,Paragraph 28,,,,,0.0,,original text,RCV,+,584,85,27
1435,41.0,8.0,9.09.2015,,"Investment for jobs and growth: promoting economic, social and territorial cohesion in the EU",,,,,,Non,Motion for resolution,s,Deutsch,A8-0173/2015,2014/2245/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0173&language=EN,Committee on Regional Development,Regional development,Paragraph 29,,,,,0.0,,original text,RCV,+,542,152,1
1436,41.0,9.0,9.09.2015,,"Investment for jobs and growth: promoting economic, social and territorial cohesion in the EU",,,,,,Non,Motion for resolution,s,Deutsch,A8-0173/2015,2014/2245/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0173&language=EN,Committee on Regional Development,Regional development,Paragraph 29,,,,,0.0,,original text,RCV,-,304,340,41
1437,41.0,10.0,9.09.2015,,"Investment for jobs and growth: promoting economic, social and territorial cohesion in the EU",,,,,,Non,Motion for resolution,s,Deutsch,A8-0173/2015,2014/2245/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0173&language=EN,Committee on Regional Development,Regional development,Paragraph 30,,,,,0.0,,original text,RCV,+,630,39,27
1438,41.0,11.0,9.09.2015,,"Investment for jobs and growth: promoting economic, social and territorial cohesion in the EU",,,,,,Non,Motion for resolution,s,Deutsch,A8-0173/2015,2014/2245/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0173&language=EN,Committee on Regional Development,Regional development,Paragraph 30,,,,,0.0,,original text,RCV,+,561,112,8
1439,41.0,12.0,9.09.2015,,"Investment for jobs and growth: promoting economic, social and territorial cohesion in the EU",,,,,,Non,Motion for resolution,s,Deutsch,A8-0173/2015,2014/2245/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0173&language=EN,Committee on Regional Development,Regional development,Paragraph 30,,,,,0.0,,original text,RCV,+,492,178,25
1440,41.0,13.0,9.09.2015,,"Investment for jobs and growth: promoting economic, social and territorial cohesion in the EU",,,,,,Non,Motion for resolution,s,Deutsch,A8-0173/2015,2014/2245/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0173&language=EN,Committee on Regional Development,Regional development,Paragraph 45,,,,,0.0,,original text,RCV,+,517,127,50
1441,41.0,14.0,9.09.2015,,"Investment for jobs and growth: promoting economic, social and territorial cohesion in the EU",,,,,,Non,Motion for resolution,s,Deutsch,A8-0173/2015,2014/2245/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0173&language=EN,Committee on Regional Development,Regional development,Paragraph 64,,,,,0.0,,original text,RCV,+,636,35,24
1442,41.0,15.0,9.09.2015,,"Investment for jobs and growth: promoting economic, social and territorial cohesion in the EU",,,,,,Non,Motion for resolution,s,Deutsch,A8-0173/2015,2014/2245/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0173&language=EN,Committee on Regional Development,Regional development,Paragraph 64,,,,,0.0,,original text,RCV,+,559,82,48
1443,41.0,16.0,9.09.2015,,"Investment for jobs and growth: promoting economic, social and territorial cohesion in the EU",,,,,,Non,Motion for resolution,s,Deutsch,A8-0173/2015,2014/2245/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0173&language=EN,Committee on Regional Development,Regional development,Paragraph 66,,,,,0.0,,original text,RCV,+,663,12,21
1444,41.0,17.0,9.09.2015,,"Investment for jobs and growth: promoting economic, social and territorial cohesion in the EU",,,,,,Non,Motion for resolution,s,Deutsch,A8-0173/2015,2014/2245/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0173&language=EN,Committee on Regional Development,Regional development,Paragraph 66,,,,,0.0,,original text,RCV,+,555,85,41
1445,41.0,18.0,9.09.2015,,"Investment for jobs and growth: promoting economic, social and territorial cohesion in the EU",,,,,,Non,Motion for resolution,s,Deutsch,A8-0173/2015,2014/2245/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0173&language=EN,Committee on Regional Development,Regional development,vote: resolution,,,,,1.0,,0,RCV,+,552,76,68
1446,41.0,1.0,9.09.2015,,Assessment of the 2012 European Year for active ageing and solidarity between generations,,,,,,Non,Motion for resolution,s,Kukan,A8-0241/2015,2014/2255/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0241&language=EN,Committee on Employment and Social Affairs,Employment & social affairs,vote: resolution,,,,,1.0,,0,RCV,+,514,106,69
1447,41.0,1.0,9.09.2015,,Implementation of the 2011 White paper on transport,,,,,,Non,Motion for resolution,s,van de Camp,A8-0246/2015,2015/2005/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0246&language=EN,Committee on Transport and Tourism,Transport & tourism,Paragraph 8,,,,,0.0,,original text,RCV,+,521,124,49
1448,41.0,2.0,9.09.2015,,Implementation of the 2011 White paper on transport,,,,,,Non,Motion for resolution,s,van de Camp,A8-0246/2015,2015/2005/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0246&language=EN,Committee on Transport and Tourism,Transport & tourism,Paragraph 9,,,,,0.0,,original text,RCV,+,606,63,15
1449,41.0,3.0,9.09.2015,,Implementation of the 2011 White paper on transport,,,,,,Non,Motion for resolution,s,van de Camp,A8-0246/2015,2015/2005/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0246&language=EN,Committee on Transport and Tourism,Transport & tourism,Paragraph 11,,,,,0.0,,original text,RCV,+,522,152,22
1450,41.0,4.0,9.09.2015,,Implementation of the 2011 White paper on transport,,,,,,Non,Motion for resolution,s,van de Camp,A8-0246/2015,2015/2005/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0246&language=EN,Committee on Transport and Tourism,Transport & tourism,Paragraph 16,,,,,0.0,,original text,RCV,+,611,66,19
1451,41.0,5.0,9.09.2015,,Implementation of the 2011 White paper on transport,,,,,,Non,Motion for resolution,s,van de Camp,A8-0246/2015,2015/2005/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0246&language=EN,Committee on Transport and Tourism,Transport & tourism,Paragraph 18,,,,,0.0,,original text,RCV,+,535,103,53
1452,41.0,6.0,9.09.2015,,Implementation of the 2011 White paper on transport,,,,,,Non,Motion for resolution,s,van de Camp,A8-0246/2015,2015/2005/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0246&language=EN,Committee on Transport and Tourism,Transport & tourism,Paragraph 26,,,,,0.0,,original text,RCV,+,584,97,14
1453,41.0,7.0,9.09.2015,,Implementation of the 2011 White paper on transport,,,,,,Non,Motion for resolution,s,van de Camp,A8-0246/2015,2015/2005/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0246&language=EN,Committee on Transport and Tourism,Transport & tourism,Paragraph 29,,,,,0.0,,original text,RCV,+,562,111,15
1454,41.0,8.0,9.09.2015,,Implementation of the 2011 White paper on transport,,,,,,Non,Motion for resolution,s,van de Camp,A8-0246/2015,2015/2005/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0246&language=EN,Committee on Transport and Tourism,Transport & tourism,"Paragraph 34, indent 9",,,,,0.0,,original text,RCV,+,556,129,3
1455,41.0,9.0,9.09.2015,,Implementation of the 2011 White paper on transport,,,,,,Non,Motion for resolution,s,van de Camp,A8-0246/2015,2015/2005/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0246&language=EN,Committee on Transport and Tourism,Transport & tourism,"Paragraph 34, indent 12",,,,,0.0,,original text,RCV,+,517,125,48
1456,41.0,10.0,9.09.2015,,Implementation of the 2011 White paper on transport,,,,,,Non,Motion for resolution,s,van de Camp,A8-0246/2015,2015/2005/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0246&language=EN,Committee on Transport and Tourism,Transport & tourism,"Paragraph 63, indent 5",,,,,0.0,,original text,RCV,+,517,171,7
1457,41.0,11.0,9.09.2015,,Implementation of the 2011 White paper on transport,,,,,,Non,Motion for resolution,s,van de Camp,A8-0246/2015,2015/2005/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0246&language=EN,Committee on Transport and Tourism,Transport & tourism,"Paragraph 63, indent 8",,,,,0.0,,original text,RCV,+,537,146,12
1458,41.0,12.0,9.09.2015,,Implementation of the 2011 White paper on transport,,,,,,Non,Motion for resolution,s,van de Camp,A8-0246/2015,2015/2005/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0246&language=EN,Committee on Transport and Tourism,Transport & tourism,"Paragraph 63, indent 9",,,,,0.0,,original text,RCV,+,599,80,16
1459,41.0,13.0,9.09.2015,,Implementation of the 2011 White paper on transport,,,,,,Non,Motion for resolution,s,van de Camp,A8-0246/2015,2015/2005/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0246&language=EN,Committee on Transport and Tourism,Transport & tourism,"Paragraph 63, indent 10",,,,,0.0,,original text,RCV,+,580,76,34
1460,41.0,14.0,9.09.2015,,Implementation of the 2011 White paper on transport,,,,,,Non,Motion for resolution,s,van de Camp,A8-0246/2015,2015/2005/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0246&language=EN,Committee on Transport and Tourism,Transport & tourism,"Paragraph 63, indent 12",,,,,0.0,,original text,RCV,-,233,323,137
1461,41.0,15.0,9.09.2015,,Implementation of the 2011 White paper on transport,,,,,,Non,Motion for resolution,s,van de Camp,A8-0246/2015,2015/2005/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0246&language=EN,Committee on Transport and Tourism,Transport & tourism,"Paragraph 65, indent 6",,,,,0.0,,original text,RCV,+,488,198,11
1462,41.0,16.0,9.09.2015,,Implementation of the 2011 White paper on transport,,,,,,Non,Motion for resolution,s,van de Camp,A8-0246/2015,2015/2005/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0246&language=EN,Committee on Transport and Tourism,Transport & tourism,"Paragraph 65, indent 12",,,,,0.0,,original text,RCV,+,502,158,26
1463,41.0,17.0,9.09.2015,,Implementation of the 2011 White paper on transport,,,,,,Non,Motion for resolution,s,van de Camp,A8-0246/2015,2015/2005/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0246&language=EN,Committee on Transport and Tourism,Transport & tourism,vote: resolution,,,,,1.0,,0,RCV,+,547,125,21
1464,41.0,1.0,9.09.2015,,Women's careers in science and university,,,,,,Non,Motion for resolution,s,Vozemberg,A8-0235/2015,2014/2251/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0235&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 22,,,,,0.0,,original text,RCV,+,486,155,49
1465,41.0,2.0,9.09.2015,,Women's careers in science and university,,,,,,Non,Motion for resolution,s,Vozemberg,A8-0235/2015,2014/2251/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0235&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 25,,,,,0.0,,original text,RCV,+,538,142,10
1466,41.0,3.0,9.09.2015,,Women's careers in science and university,,,,,,Non,Motion for resolution,s,Vozemberg,A8-0235/2015,2014/2251/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0235&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 35,,,,,0.0,,original text,RCV,+,527,149,14
1467,41.0,4.0,9.09.2015,,Women's careers in science and university,,,,,,Non,Motion for resolution,s,Vozemberg,A8-0235/2015,2014/2251/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0235&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 42,,,,,0.0,,original text,RCV,+,531,149,13
1468,41.0,5.0,9.09.2015,,Women's careers in science and university,,,,,,Non,Motion for resolution,s,Vozemberg,A8-0235/2015,2014/2251/INI,http://www.europarl.europa.eu/sides/getDoc.do?type=REPORT&reference=A8-2015-0235&language=EN,Committee on Women’s Rights and Gender Equality,Gender equality,Paragraph 48,,,,,0.0,,original text,RCV,+,520,160,14
